ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,D-Metaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
seddon,rubel,0,0,0.455555556,0.455555556,0.166666667,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.25,0.296296305,0.322222233,0.303703719,0.335555565,0.380952392,0.472222239,0.39047621,0.488888904,0.333333333,0,0,0,6,5,2,2,2,2,4,3,1,0,1,0
stewart,rudd,0,0,0,0,0.142857143,0,0,0.181818182,0.181818182,0.25,0.25,0.142857143,0.142857143,0.142857143,0.25,0.181818182,0.142857143,0.25,0.181818182,0.142857143,0.25,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.5,0.5,0.5,0,0.200000006,0.24242425,0.206666678,0.254545461,0.333333343,0.419753101,0.341666684,0.434567915,0.214285714,0,0,0,7,4,2,1,2,1,5,3,3,1,2,1
southam,ruddle,0.142857143,0.142857143,0.436507937,0.436507937,0.142857143,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.142857143,0.166666667,0.153846154,0.142857143,0.166666667,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.027777778,0.032258065,0.029850746,0,0,0,0.5,0.5,0.5,0.25,0.333333333,0.5,0.24242425,0.343434355,0.248484861,0.355555567,0.333333343,0.481481499,0.341666684,0.496296313,0.285714286,0,0,0,7,6,2,1,3,2,4,4,1,1,0,1
willock,rudolph,0,0.142857143,0.357142857,0.357142857,0.285714286,0.357142857,0.357142857,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.2,0.2,0.2,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0.25,0.25,0.303030312,0.488888907,0.230555569,0.410101024,0.500000015,0.604938295,0.516666695,0.629629652,0.214285714,0,0,0,7,7,2,2,2,2,5,5,0,0,0,0
fraser,rumple,0,0,0.555555556,0.555555556,0.333333333,0.555555556,0.555555556,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.064516129,0.064516129,0.064516129,0,0,0,0,0,0,0.25,0,0,0.266666675,0.377777791,0.276666683,0.393333346,0.571428588,0.666666687,0.590476223,0.683333352,0.166666667,0,0,0,6,6,2,1,2,2,4,4,0,0,0,1
doney,runuman,0.142857143,0.142857143,0.447619048,0.447619048,0.142857143,0.447619048,0.447619048,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.257142857,0.36,0.3,0.142857143,0.2,0.166666667,0.142857143,0.2,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.027777778,0.038461538,0.032258065,0,0,0,0.25,0.75,0.25,0.5,0.25,0.25,0.266666675,0.481481499,0.187878798,0.496296313,0.444444458,0.619047642,0.455555578,0.63809526,0.357142857,0,0,0,5,7,2,3,2,3,3,4,-2,-1,-1,-1
schryver,runnenberg,0.2,0.2,0.558333333,0.558333333,0.3,0.558333333,0.558333333,0.222222222,0.222222222,0.25,0.25,0.2,0.2,0.24,0.3,0.266666667,0.3,0.375,0.333333333,0.3,0.375,0.333333333,0.111111111,0.142857143,0.125,0.090909091,0.111111111,0.1,0,0,0,0,0,0,0.222222222,0.25,0.2,0.125,0.142857143,0.111111111,0,0,0,0.222222222,0.25,0.2,0.1,0.111111111,0.090909091,0,0,0,0.078431373,0.097560976,0.086956522,0.048780488,0.064516129,0.055555556,0.25,0.25,0,0.25,0,0.25,0.24444445,0.318518527,0.251111122,0.33185186,0.481481493,0.588888907,0.492592613,0.608888906,0.3,0,0,0,8,10,2,3,1,3,7,7,-2,-2,0,-1
sworby,runaberry,0.222222222,0.222222222,0.611111111,0.611111111,0.333333333,0.611111111,0.611111111,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.155555556,0.233333333,0.186666667,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0,0,0,0.1,0.142857143,0.117647059,0,0,0,0.090909091,0.125,0.105263158,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.108695652,0.161290323,0.12987013,0.055555556,0.095238095,0.070175439,0.25,0,0,0,0.25,0.25,0.305555562,0.416666677,0.313888902,0.425925935,0.523809535,0.625000015,0.538095261,0.638888903,0.333333333,0,0,0,6,9,2,4,1,3,5,6,-3,-2,-1,-2
miles,ruppel,0.166666667,0.166666667,0.455555556,0.455555556,0.333333333,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.333333333,0.4,0.363636364,0.333333333,0.4,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.064516129,0.076923077,0.070175439,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.296296305,0.444444458,0.210000014,0.456790136,0.555555572,0.650793672,0.572222253,0.673015893,0.416666667,0,0,0,5,6,2,2,2,2,3,4,-1,0,-1,0
kilpatrick,ruslon,0,0,0.422222222,0.422222222,0.2,0.422222222,0.422222222,0.125,0.125,0.166666667,0.166666667,0.1,0.1,0.14,0.233333333,0.175,0.2,0.333333333,0.25,0.2,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.166666667,0.1,0,0,0,0,0,0,0.125,0.166666667,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.256410264,0.407407423,0.264102578,0.422222237,0.363636374,0.50000002,0.372727291,0.514814834,0.2,0,0,0,10,6,3,2,3,2,7,4,4,1,3,1
strong,rusk,0.166666667,0.166666667,0.444444444,0.444444444,0.333333333,0.444444444,0.444444444,0.2,0.2,0.25,0.25,0.166666667,0.166666667,0.233333333,0.35,0.28,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.333333333,0,0,0,0,0,0,0.4,0.5,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47619049,0.472222239,0.345833354,0.377777788,0.47619049,0.541666687,0.490476217,0.563888907,0.25,0,0,0,6,4,1,1,1,1,5,3,2,0,2,0
strasbourg,russel,0.2,0.2,0.488888889,0.488888889,0.4,0.488888889,0.488888889,0.125,0.125,0.166666667,0.166666667,0.1,0.1,0.24,0.4,0.3,0.4,0.666666667,0.5,0.4,0.666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.5,0.3,0,0,0,0,0,0,0.375,0.5,0.3,0,0,0,0,0,0,0.039215686,0.064516129,0.048780488,0.048780488,0.095238095,0.064516129,0,0,0,0.25,0.25,0,0.333333343,0.42592594,0.347222244,0.446296309,0.606060624,0.611111134,0.624242457,0.635185207,0.4,0,0,0,10,6,2,2,3,2,7,4,4,1,3,0
belanges,russell,0,0,0.511904762,0.511904762,0.375,0.511904762,0.511904762,0.266666667,0.266666667,0.285714286,0.285714286,0.25,0.25,0.25,0.285714286,0.266666667,0.375,0.428571429,0.4,0.375,0.428571429,0.4,0.142857143,0.166666667,0.153846154,0.111111111,0.125,0.117647059,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.073170732,0.083333333,0.077922078,0.064516129,0.076923077,0.070175439,0,0.25,0,0.5,0,0,0.393939403,0.398148159,0.40303032,0.606666684,0.555555569,0.588888907,0.570370396,0.611111128,0.25,0,0,0,8,7,3,2,3,2,5,5,1,1,0,1
richardson,ruth,0.2,0.2,0.566666667,0.61,0.2,0.61,0.61,0.142857143,0.142857143,0.25,0.25,0.1,0.1,0.14,0.35,0.2,0.2,0.5,0.285714286,0.2,0.5,0.285714286,0,0,0,0.090909091,0.2,0.125,0,0,0,0.083333333,0.166666667,0.111111111,0.285714286,0.5,0.2,0,0,0,0,0,0,0.285714286,0.5,0.2,0.125,0.2,0.090909091,0.111111111,0.166666667,0.083333333,0.058823529,0.142857143,0.083333333,0.024390244,0.090909091,0.038461538,0.25,0.25,0.25,0.5,0.25,0.25,0.250000005,0.351851861,0.255555565,0.359259268,0.454545465,0.537037055,0.463636382,0.551851869,0.3,0,0,0,10,4,3,1,3,1,7,3,6,2,4,2
howe,rutley,0.166666667,0.166666667,0.472222222,0.472222222,0.166666667,0.472222222,0.472222222,0.2,0.2,0.25,0.25,0.166666667,0.166666667,0.166666667,0.25,0.2,0.166666667,0.25,0.2,0.166666667,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.25,0.166666667,0,0,0,0,0,0,0.2,0.25,0.166666667,0,0,0,0,0,0,0.032258065,0.047619048,0.038461538,0,0,0,0.25,0.25,0.25,0,0,0.25,0.222222229,0.358024703,0.229629642,0.370370381,0.400000012,0.537037055,0.413333356,0.555555572,0.333333333,0,0,0,4,6,1,2,2,2,2,4,-2,0,-2,-1
papellon,ruthman,0.125,0.125,0.422619048,0.422619048,0.25,0.422619048,0.422619048,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.175,0.2,0.186666667,0.25,0.285714286,0.266666667,0.25,0.285714286,0.266666667,0,0,0,0.111111111,0.125,0.117647059,0,0,0,0.1,0.111111111,0.105263158,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0.117647059,0.125,0.111111111,0.105263158,0.111111111,0.1,0.048780488,0.055555556,0.051948052,0,0,0,0.25,0,0.25,0.25,0.25,0.25,0.230769235,0.261904768,0.235897445,0.268253974,0.407407416,0.477777791,0.41481483,0.491111124,0.375,0,0,0,8,7,3,2,3,2,5,5,1,1,0,1
sheerwood,rutley,0,0,0.425925926,0.425925926,0.222222222,0.425925926,0.425925926,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.111111111,0.166666667,0.133333333,0.222222222,0.333333333,0.266666667,0.222222222,0.333333333,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.25,0.333333333,0.25,0.277777786,0.361111124,0.286111126,0.375925938,0.400000012,0.494949514,0.413333356,0.515151533,0.333333333,0,0,0,9,6,2,2,4,2,5,4,3,2,1,0
graham,rayn,0.333333333,0.333333333,0.611111111,0.611111111,0.333333333,0.611111111,0.611111111,0.4,0.4,0.5,0.5,0.333333333,0.333333333,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0.2,0.333333333,0.25,0.142857143,0.2,0.166666667,0,0,0,0,0,0,0.4,0.5,0.333333333,0.25,0.333333333,0.2,0,0,0,0.4,0.5,0.333333333,0.166666667,0.2,0.142857143,0,0,0,0.161290323,0.238095238,0.192307692,0.095238095,0.181818182,0.125,0.25,0.25,0.25,0.75,0.25,0.25,0.375000007,0.407407416,0.383333348,0.42222223,0.714285731,0.694444463,0.728571458,0.719444461,0.5,0,0,0,6,4,2,1,2,1,4,3,2,1,1,1
vick,ryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.333333333,0,0.5,0.166666672,0.333333343,0.170833342,0.344444454,0.266666675,0.444444458,0.273333347,0.459259272,0.125,0,0,0,4,4,1,1,1,1,3,3,0,0,0,0
wariner,saakel,0.285714286,0.285714286,0.53968254,0.53968254,0.285714286,0.53968254,0.53968254,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.111111111,0.129032258,0.119402985,0,0,0,0,0,0.25,0.5,0,0,0.444444458,0.59259261,0.455555578,0.607407424,0.500000015,0.59259261,0.512500025,0.607407424,0.428571429,0,0,0,7,6,3,2,3,3,4,3,1,0,1,1
lockman,sackman,0.714285714,0.714285714,0.80952381,0.80952381,0.714285714,0.80952381,0.80952381,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.771428571,0.771428571,0.771428571,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.666666667,0.666666667,0.666666667,0.625,0.625,0.625,0.6,0.6,0.6,0.555555556,0.555555556,0.555555556,0.714285714,0.714285714,0.714285714,0.666666667,0.666666667,0.666666667,0.6,0.6,0.6,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.555555556,0.555555556,0.555555556,0.611111111,0.611111111,0.611111111,0.615384615,0.615384615,0.615384615,0.75,0.75,0.75,0.75,0.75,0.75,0.703703708,0.851851861,0.707407415,0.861728403,0.791666672,0.851851861,0.795833342,0.861728403,0.785714286,0.523809524,0.523809524,0.523809524,7,7,2,2,2,2,5,5,0,0,0,0
hartwig,sadler,0.142857143,0.142857143,0.436507937,0.436507937,0.285714286,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.055555556,0.064516129,0.059701493,0,0,0,0,0.25,0.5,0.25,0,0,0.24242425,0.363636374,0.251515166,0.373737384,0.416666679,0.506172856,0.42916669,0.523456805,0.285714286,0,0,0,7,6,2,2,2,2,5,4,1,0,1,0
gray,suhler,0,0,0,0,0.166666667,0,0,0.2,0.2,0.25,0.25,0.166666667,0.166666667,0.166666667,0.25,0.2,0.166666667,0.25,0.2,0.166666667,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,0.333333333,0.25,0.222222229,0.266666675,0.229629642,0.275555563,0.533333349,0.629629652,0.546666694,0.651851873,0.166666667,0,0,0,4,6,1,2,1,2,3,4,-2,-1,-1,-1
third,sander,0,0,0.411111111,0.411111111,0.333333333,0.411111111,0.411111111,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.333333333,0.4,0.363636364,0.333333333,0.4,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0.4,0.333333333,0,0,0,0,0,0,0.363636364,0.4,0.333333333,0,0,0,0,0,0,0.032258065,0.038461538,0.035087719,0,0,0,0.25,0.25,0.25,0.5,0.25,0.25,0.296296305,0.419753101,0.307407426,0.337777787,0.444444458,0.571428588,0.461111138,0.587301603,0.083333333,0,0,0,5,6,1,2,1,2,4,4,-1,-1,0,-1
johnson,sanders,0,0,0.523809524,0.523809524,0.285714286,0.523809524,0.523809524,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.342857143,0.342857143,0.342857143,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0.076923077,0.076923077,0.076923077,0.25,0.25,0.25,0.5,0.25,0.25,0.303030312,0.414141427,0.230555569,0.428282841,0.500000015,0.567901254,0.516666695,0.585185203,0.214285714,0,0,0,7,7,2,2,2,2,5,5,0,0,0,0
senclair,sanderson,0.222222222,0.222222222,0.564814815,0.608333333,0.555555556,0.608333333,0.608333333,0.117647059,0.117647059,0.125,0.125,0.111111111,0.111111111,0.266666667,0.3,0.282352941,0.555555556,0.625,0.588235294,0.555555556,0.625,0.588235294,0,0,0,0.1,0.111111111,0.105263158,0,0,0,0.090909091,0.1,0.095238095,0.352941176,0.375,0.333333333,0,0,0,0,0,0,0.352941176,0.375,0.333333333,0.105263158,0.111111111,0.1,0.095238095,0.1,0.090909091,0.108695652,0.12195122,0.114942529,0.055555556,0.064516129,0.059701493,0.5,0.75,0.5,0.75,0.5,0.5,0.515151528,0.509259274,0.430555577,0.442735053,0.629629645,0.666666687,0.648148179,0.686666685,0.388888889,0,0,0,8,9,2,3,3,3,5,6,-1,0,-1,-1
quance,langberg,0.25,0.25,0.625,0.625,0.375,0.625,0.625,0.285714286,0.285714286,0.333333333,0.333333333,0.25,0.25,0.25,0.333333333,0.285714286,0.375,0.5,0.428571429,0.375,0.5,0.428571429,0.142857143,0.2,0.166666667,0.111111111,0.142857143,0.125,0,0,0,0,0,0,0.428571429,0.5,0.375,0.166666667,0.2,0.142857143,0,0,0,0.428571429,0.5,0.375,0.125,0.142857143,0.111111111,0,0,0,0.097560976,0.129032258,0.111111111,0.096774194,0.142857143,0.115384615,0.5,0.25,0.25,0.5,0.25,0.25,0.433333343,0.434343446,0.443333352,0.450505062,0.619047633,0.666666687,0.633333359,0.688888907,0.25,0,0,0,6,8,1,2,3,2,3,6,-2,1,-3,-1
titzpatrick,sarles,0.181818182,0.181818182,0.419191919,0.419191919,0.181818182,0.419191919,0.419191919,0.117647059,0.117647059,0.166666667,0.166666667,0.090909091,0.090909091,0.090909091,0.166666667,0.117647059,0.181818182,0.333333333,0.235294118,0.181818182,0.333333333,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0.032258065,0.022988506,0.02173913,0.047619048,0.029850746,0,0,0.25,0.25,0,0,0.238095245,0.309523821,0.245238108,0.322222233,0.333333343,0.418803435,0.341666684,0.432478648,0.227272727,0,0,0,11,6,3,2,3,2,8,4,5,1,4,1
runneberg,sauve,0.111111111,0.111111111,0.540740741,0.540740741,0.222222222,0.540740741,0.540740741,0.142857143,0.142857143,0.2,0.2,0.111111111,0.111111111,0.2,0.36,0.257142857,0.222222222,0.4,0.285714286,0.222222222,0.4,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.4,0.222222222,0,0,0,0,0,0,0.285714286,0.4,0.222222222,0,0,0,0,0,0,0.043478261,0.076923077,0.055555556,0.027777778,0.0625,0.038461538,0,0,0,0.25,0,0,0.303030312,0.314814826,0.312121229,0.325925936,0.533333349,0.59595962,0.546666694,0.616161639,0.333333333,0,0,0,9,5,3,1,3,3,6,2,4,0,4,2
dicaire,sayer,0.142857143,0.285714286,0.561904762,0.561904762,0.428571429,0.561904762,0.561904762,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.2,0.28,0.233333333,0.428571429,0.6,0.5,0.428571429,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0,0,0,0,0,0,0.111111111,0.153846154,0.129032258,0.076923077,0.125,0.095238095,0.25,0.25,0.5,0.25,0.333333333,0.25,0.370370381,0.400000012,0.385185209,0.417777789,0.500000015,0.567901254,0.516666695,0.587654339,0.357142857,0,0,0,7,5,1,1,4,2,3,3,2,2,0,0
vance,scongale,0.25,0.25,0.547222222,0.547222222,0.5,0.547222222,0.547222222,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.175,0.28,0.215384615,0.5,0.8,0.615384615,0.5,0.8,0.615384615,0,0,0,0.111111111,0.166666667,0.133333333,0,0,0,0.1,0.142857143,0.117647059,0.307692308,0.4,0.25,0,0,0,0,0,0,0.307692308,0.4,0.25,0,0,0,0,0,0,0.073170732,0.115384615,0.089552239,0.032258065,0.0625,0.042553191,0.25,0.5,0,0.25,0.25,0.25,0.481481493,0.477777791,0.49629632,0.495555568,0.722222239,0.682539701,0.74444448,0.707936525,0.375,0,0,0,5,8,1,1,2,3,3,5,-3,-1,-2,0
mulligan,schaefer,0,0,0.416666667,0.416666667,0.125,0.416666667,0.416666667,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190476196,0.269841279,0.195238105,0.279365088,0.296296305,0.377777791,0.303703719,0.391111124,0.1875,0,0,0,8,8,3,2,3,3,5,5,0,0,0,1
slack,shaver,0.333333333,0.333333333,0.577777778,0.62,0.333333333,0.62,0.62,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.333333333,0.4,0.363636364,0.333333333,0.4,0.363636364,0,0,0,0.142857143,0.166666667,0.153846154,0,0,0,0.125,0.142857143,0.133333333,0.363636364,0.4,0.333333333,0,0,0,0,0,0,0.363636364,0.4,0.333333333,0.153846154,0.166666667,0.142857143,0.133333333,0.142857143,0.125,0.161290323,0.192307692,0.175438596,0.095238095,0.125,0.108108108,0.5,0.5,0.5,0.25,0,0.25,0.458333343,0.625000015,0.466666684,0.638888903,0.611111124,0.714285731,0.622222245,0.730158746,0.333333333,0,0,0,5,6,1,2,1,2,4,4,-1,-1,0,-1
snider,schell,0.166666667,0.166666667,0.555555556,0.6,0.333333333,0.6,0.6,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0.125,0.125,0.125,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.142857143,0.142857143,0.142857143,0.125,0.125,0.125,0.096774194,0.096774194,0.096774194,0,0,0,0.25,0.25,0.5,0.5,0,0.25,0.407407416,0.530864212,0.41481483,0.545679026,0.523809535,0.597222239,0.533333353,0.613888904,0.416666667,0,0,0,6,6,2,1,2,1,4,5,0,1,-1,1
moseman,schurman,0.375,0.375,0.69047619,0.69047619,0.5,0.69047619,0.69047619,0.4,0.4,0.428571429,0.428571429,0.375,0.375,0.375,0.428571429,0.4,0.5,0.571428571,0.533333333,0.5,0.571428571,0.533333333,0.285714286,0.333333333,0.307692308,0.333333333,0.375,0.352941176,0.166666667,0.2,0.181818182,0.3,0.333333333,0.315789474,0.533333333,0.571428571,0.5,0.307692308,0.333333333,0.285714286,0.181818182,0.2,0.166666667,0.533333333,0.571428571,0.5,0.352941176,0.375,0.333333333,0.315789474,0.333333333,0.3,0.268292683,0.305555556,0.285714286,0.193548387,0.230769231,0.210526316,0.5,0.25,0.25,0,0.5,0.5,0.45454546,0.472222229,0.460606071,0.483333339,0.791666679,0.753086434,0.80416669,0.77283952,0.4375,0.44,0.47826087,0.407407407,7,8,3,2,3,2,4,6,-1,1,-2,1
morse,smith,0,0,0.466666667,0.466666667,0.4,0.466666667,0.466666667,0.2,0.2,0.2,0.2,0.2,0.2,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.038461538,0.038461538,0.038461538,0,0,0,0.25,0.25,0.25,0,0,0.25,0.333333343,0.472222239,0.345833354,0.377777788,0.555555572,0.619047642,0.572222253,0.644444466,0.1,0,0,0,5,5,1,1,2,1,3,4,0,1,-1,0
walker,schneider,0.222222222,0.222222222,0.518518519,0.518518519,0.222222222,0.518518519,0.518518519,0.266666667,0.266666667,0.333333333,0.333333333,0.222222222,0.222222222,0.222222222,0.333333333,0.266666667,0.222222222,0.333333333,0.266666667,0.222222222,0.333333333,0.266666667,0.125,0.2,0.153846154,0.2,0.285714286,0.235294118,0,0,0,0.181818182,0.25,0.210526316,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.130434783,0.193548387,0.155844156,0.055555556,0.095238095,0.070175439,0,0,0.25,0,0.25,0,0.256410259,0.358974365,0.258974364,0.365811972,0.476190482,0.583333343,0.480952391,0.594444454,0.388888889,0,0,0,6,9,2,2,2,3,4,6,-3,-1,-2,0
weltz,schoen,0,0,0,0,0.166666667,0,0,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.296296305,0.322222233,0.303703719,0.335555565,0.444444458,0.539682559,0.455555578,0.558730177,0.083333333,0,0,0,5,6,1,1,1,2,4,4,-1,-1,0,0
helme,schroeter,0.222222222,0.222222222,0.540740741,0.540740741,0.333333333,0.540740741,0.540740741,0.142857143,0.142857143,0.2,0.2,0.111111111,0.111111111,0.155555556,0.28,0.2,0.333333333,0.6,0.428571429,0.333333333,0.6,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.4,0.222222222,0,0,0,0,0,0,0.285714286,0.4,0.222222222,0,0,0,0,0,0,0.043478261,0.076923077,0.055555556,0.027777778,0.0625,0.038461538,0,0,0.25,0,0,0,0.303030312,0.393939408,0.315151534,0.412121225,0.555555572,0.619047642,0.577777813,0.647619069,0.388888889,0,0,0,5,9,1,2,2,3,3,6,-4,-1,-3,-1
