,Observations,age,hand,gender,T_2.7,alpha_2.7,T_2.8,alpha_2.8,T_2.9,alpha_2.9,T_3.0,alpha_3.0,T_3.1,alpha_3.1,T_3.2,alpha_3.2,Group
1,CC110037,18,89,0,1.739029559,1.700690477,1.473811881,1.594097902,1.60251516,1.317141865,1.541561153,1.478067854,1.356446228,1.311767735,1.345359023,1.267141775,1
10,CC110182,18,80,1,1.5119345,1.359020771,1.469451061,1.26323688,1.385230429,1.479871314,1.447097083,1.251931772,1.271692478,1.255888023,1.362115915,1.261765885,1
30,CC120376,18,79,1,1.742946149,1.63742098,1.603252638,1.524693086,1.484938016,1.866821262,1.478575526,1.439803033,1.588331122,1.413043133,1.555325214,1.414488696,1
31,CC120409,18,100,0,1.966175796,1.648079942,1.749694855,1.5263771,1.731901911,1.784611403,1.524450878,1.709933524,1.594645455,1.613571866,1.519966951,1.239069186,1
32,CC120462,18,-80,1,1.457892493,1.521930808,1.467961669,1.418806912,1.462467066,1.458180499,1.306118231,1.402953564,1.281655992,1.342867933,1.2676755,1.282139349,1
41,CC121111,18,90,0,1.907810785,1.581110013,1.751519569,1.352842145,1.621442044,1.312024398,1.505739744,1.515695814,1.621049627,1.396170869,1.518365457,1.339920521,1
18,CC120061,19,70,0,1.867988932,1.689247346,1.741720783,1.580997186,1.577854248,1.694058765,1.5872073,1.604761282,1.530181072,1.513419886,1.484736305,1.492597747,1
35,CC120550,19,70,0,1.536490856,1.291017928,1.439446761,1.413715804,1.643423375,1.384161251,1.485552614,1.290448911,1.272648943,1.284526447,1.266090692,1.441769489,1
14,CC110606,20,90,0,1.765660386,1.760057053,1.766476036,1.43173313,1.505261564,1.609513057,1.661652451,1.247683946,1.528078757,1.480393165,1.46112925,1.447998955,1
50,CC121685,20,-58,0,1.661303678,1.72798316,1.860844152,1.804572852,1.776350014,1.528451306,1.646793015,1.265793382,1.450377346,1.247970059,1.523125396,1.26971912,1
29,CC120347,21,-87,1,1.953673482,1.286507925,1.302590334,1.281633069,1.707107064,1.254823745,1.644067567,1.332069245,1.27645321,1.307864521,1.28392884,1.228899002,1
3,CC110056,22,100,1,1.990396736,1.308858072,1.69570207,1.531812008,1.547413978,1.553964485,1.483122668,1.459010664,1.642171512,1.568856878,1.348205157,1.404409135,1
8,CC110126,22,80,1,1.925594413,2.062159898,1.514271163,1.857769654,1.765361897,1.618955441,1.655522393,1.587037985,1.33136932,1.502029567,1.434492498,1.411477584,1
6,CC110098,23,100,0,1.918829823,1.843861263,1.66996355,1.674334372,1.675051348,1.537402077,1.498877454,1.39613285,1.457145186,1.520137808,1.521582488,1.250801422,1
7,CC110101,23,63,0,1.898441717,1.862222326,1.730767384,1.727852036,1.581791703,1.624734538,1.518131057,1.553352797,1.466844255,1.472728743,1.401650444,1.418106023,1
26,CC120276,23,71,1,1.503767892,1.410877836,1.529064275,1.543440152,1.504426433,1.445105024,1.333109066,1.279839742,1.455266954,1.306215801,1.293706895,1.355804096,1
37,CC120727,23,100,1,1.516382685,1.440318251,1.73115321,1.510126392,1.700687945,1.421690692,1.379200691,1.265390419,1.305457602,1.280398247,1.279077575,1.272297097,1
2,CC110045,24,100,1,1.491231617,1.276229093,1.529249853,1.290144552,1.306883022,1.268142286,1.337017863,1.26541517,1.275401031,1.354261358,1.272974495,1.282348713,1
39,CC120795,24,100,0,1.817535426,1.900543676,1.797835647,1.720581923,1.676651899,1.521102615,1.574951191,1.563764121,1.484414195,1.51362184,1.435494159,1.339593413,1
54,CC122620,24,50,1,1.685152656,1.264500228,1.508680148,1.401964196,1.274128761,1.389415535,1.45820562,1.310336734,1.269141161,1.315079551,1.286177708,1.302525639,1
9,CC110174,25,73,1,1.866500178,1.267415972,1.402443902,1.382157976,1.601018535,1.308046241,1.32681108,1.271357543,1.542693175,1.240359255,1.259215176,1.240739411,1
11,CC110187,25,-100,1,1.658136492,1.436784978,1.333905042,1.375101686,1.43398494,1.425078487,1.301137417,1.351928406,1.287178244,1.297536283,1.281873552,1.298587684,1
13,CC110411,25,100,0,1.865993089,1.842706036,1.828862152,1.681237807,1.483643346,1.662183831,1.641681397,1.563050109,1.559387023,1.411866719,1.26539916,1.357439171,1
19,CC120065,25,100,1,1.854124837,1.795706182,1.644255994,1.787803839,1.625508746,1.606774942,1.584942296,1.548228012,1.477882521,1.281266929,1.374897977,1.249512494,1
20,CC120120,25,80,0,1.591256841,1.638315807,1.445733894,1.51745693,1.578084482,1.344111009,1.330434842,1.370622206,1.325364926,1.379641869,1.353479985,1.329751905,1
33,CC120469,25,100,1,1.307872395,1.309968325,1.356164903,1.262018132,1.69128502,1.250869116,1.661737999,1.252358717,1.294027525,1.389930028,1.260651896,1.387434131,1
45,CC121317,25,100,1,1.730241993,1.311985483,1.644315683,1.285037749,1.576234647,1.53073112,1.300620042,1.264592714,1.454677144,1.42286654,1.299335477,1.382437302,1
51,CC121795,25,89,1,1.753896117,1.867449984,1.686763037,1.532405913,1.578423704,1.434395093,1.589518037,1.273641917,1.31044808,1.339168968,1.29754188,1.277419582,1
16,CC120008,26,100,0,1.63130804,1.28605321,1.302963909,1.261851315,1.296847877,1.263314392,1.295044523,1.266257888,1.39087716,1.409813413,1.368404287,1.345667683,1
22,CC120182,26,65,0,1.517415252,1.610902931,1.46518466,1.626069131,1.421252505,1.370676603,1.301051206,1.426465102,1.333840675,1.334216217,1.337353973,1.316940878,1
36,CC120640,26,89,1,1.782436246,1.292769213,1.317654223,1.281185181,1.482942779,1.480898492,1.454220754,1.279291847,1.408641517,1.417071827,1.419193361,1.395405368,1
42,CC121144,26,100,0,1.696551182,1.291954344,1.400678305,1.420845918,1.292102281,1.409382135,1.420724307,1.2879372,1.28617701,1.264530862,1.279600064,1.257295116,1
44,CC121200,26,100,1,1.670638391,1.6468348,1.300381702,1.554173475,1.524263963,1.330180409,1.273849274,1.267788006,1.365979406,1.446671505,1.343676704,1.332333173,1
47,CC121411,26,80,1,1.801855761,1.296857883,1.63006928,1.719572769,1.276871893,1.298196929,1.319517243,1.357845853,1.269952839,1.292353672,1.297372263,1.301011452,1
48,CC121428,26,100,1,1.734779279,1.618724148,1.595048738,1.57548896,1.563743767,1.450864809,1.512800491,1.435920111,1.424780071,1.453031236,1.500211544,1.493340263,1
49,CC121479,26,90,1,1.645007047,1.681968451,1.591781055,1.64376085,1.549302077,1.5337043,1.532076403,1.487310069,1.396520418,1.353300912,1.264199587,1.370772253,1
24,CC120218,27,89,1,1.958449506,1.947408681,1.764427745,1.267322821,1.636011445,1.256927524,1.268639019,1.264479119,1.485083468,1.251212624,1.438852087,1.333492103,2
27,CC120309,27,80,0,1.756991858,1.277902948,1.325298523,1.293557098,1.292176986,1.324248214,1.287255891,1.553794786,1.489032597,1.253591925,1.379064863,1.232513653,2
28,CC120319,27,100,1,1.60782396,1.280719209,1.440810321,1.288115328,1.37662792,1.321087483,1.427966906,1.442313079,1.31610788,1.348314326,1.466299048,1.30522743,2
38,CC120764,27,90,0,1.666380936,1.826050601,1.578411025,1.605665098,1.580488439,1.611384864,1.519391289,1.486602073,1.474475473,1.41107191,1.358027658,1.403117224,2
46,CC121397,27,100,0,1.628495505,1.30066755,1.546124133,1.268876564,1.587284355,1.578973586,1.534835149,1.584996599,1.462817766,1.475348889,1.273064762,1.388803711,2
52,CC122172,27,100,0,1.949625778,1.70556838,1.523599601,1.533825712,1.708640498,1.439803073,1.677729314,1.256393939,1.352211669,1.503083123,1.441299365,1.336852009,2
53,CC122405,27,100,0,1.554047007,1.424899368,1.571845477,1.391305427,1.655947607,1.340076988,1.281082689,1.25827329,1.269256415,1.257003089,1.428710897,1.383999077,2
4,CC110069,28,-58,1,1.77673121,1.661651335,1.700957769,1.553397201,1.510986809,1.603937005,1.463088001,1.514464581,1.465210917,1.354285411,1.293548928,1.251780692,2
5,CC110087,28,100,1,1.63609291,1.747616687,1.529127546,1.377488396,1.522808909,1.262557274,1.28073907,1.249705069,1.262339553,1.246586491,1.268790647,1.2441948,2
12,CC110319,28,100,1,1.503153745,1.29890246,1.504568157,1.290579961,1.625758773,1.348592879,1.451894145,1.253345713,1.519436977,1.242970281,1.443947166,1.442312295,2
17,CC120049,28,-100,0,1.689163165,1.683538323,1.616670047,1.477436664,1.559044376,1.572952319,1.49245185,1.645741593,1.442655221,1.543708064,1.411184626,1.48624019,2
21,CC120166,28,100,0,1.42405347,1.479853729,1.875944577,1.48817161,1.68227983,1.509023775,1.670480367,1.247289001,1.574591515,1.242027737,1.515343297,1.244604696,2
25,CC120264,28,100,0,1.48074332,1.513855422,1.42241206,1.410766495,1.480479041,1.364916949,1.449523684,1.281758096,1.474874507,1.467301002,1.44816239,1.504912574,2
34,CC120470,28,88,1,1.474112794,1.530103831,1.347018576,1.344639192,1.357624309,1.301206292,1.304277311,1.265025162,1.305161007,1.266457781,1.296537748,1.327026323,2
40,CC121106,28,100,1,1.587244437,1.598091469,1.62977242,1.608191916,1.622513025,1.40807385,1.495309321,1.495918429,1.482052703,1.417358254,1.269036547,1.30099961,2
43,CC121158,28,100,1,1.73039422,1.743894995,1.62324129,1.615689393,1.55784736,1.531616561,1.466627744,1.557554047,1.411002604,1.395448858,1.309412457,1.378159839,2
89,CC220526,28,100,1,1.739412906,1.678400368,1.323365418,1.624323266,1.306445097,1.283615371,1.309728017,1.282567609,1.302974707,1.286645926,1.412698415,1.269681064,2
104,CC221033,28,100,1,1.841242332,1.788923657,1.68410487,1.269093653,1.507436202,1.368827981,1.382728204,1.345826424,1.544029061,1.322273438,1.35573259,1.435613538,2
15,CC112141,29,100,0,1.863638969,2.032730466,1.758834432,1.76780751,1.635587911,1.632254807,1.600968976,1.588737565,1.539868488,1.549676177,1.487173026,1.47814354,2
62,CC210250,29,90,0,1.658443819,1.999021297,1.665506729,1.809415011,1.568020716,1.713476149,1.451155631,1.593962992,1.449279399,1.329295016,1.412239357,1.289382945,2
65,CC210519,29,100,1,1.70094257,1.848305342,1.733413769,1.686365992,1.306121636,1.401990521,1.29322481,1.418714628,1.485003558,1.36224753,1.452864544,1.4465553,2
69,CC212153,29,80,1,1.47836839,1.674257719,1.430570268,1.441897977,1.39150705,1.379522835,1.408916299,1.258775287,1.279054191,1.259182469,1.275701875,1.235992796,2
72,CC220115,29,89,1,1.999059295,1.291674714,1.853104004,1.294117221,1.631144772,1.519202183,1.530172494,1.445374737,1.499395775,1.378090129,1.468510991,1.512087406,2
83,CC220352,29,90,1,1.323625242,1.55107552,1.531895054,1.277589594,1.544381991,1.508168612,1.448783962,1.425371974,1.421607393,1.347820704,1.378293005,1.319459306,2
88,CC220519,29,100,1,1.592974495,1.297844286,1.52657212,1.318574991,1.48987945,1.542866149,1.37835317,1.490553273,1.30499258,1.239167858,1.294522867,1.294858933,2
108,CC221209,29,88,1,1.600089755,1.5445647,1.692164879,1.620311202,1.713859732,1.266846191,1.629847475,1.506562318,1.281595704,1.40131824,1.517018166,1.342214753,2
114,CC221373,29,100,0,1.749199019,1.597668117,1.687674345,1.827648483,1.613202931,1.419133043,1.595684002,1.608208809,1.540914909,1.502374283,1.484737947,1.512763373,2
141,CC222555,29,56,0,1.824286054,1.394199386,1.738031066,1.351377664,1.639003497,1.564609677,1.448706916,1.387930287,1.507056128,1.265886042,1.382365312,1.295490162,2
59,CC210148,30,89,1,1.747391456,1.793502509,1.661564559,1.595398488,1.617257022,1.362625903,1.313378946,1.325268266,1.284260838,1.438110064,1.304706282,1.327644575,2
74,CC220151,30,-89,0,1.987181357,1.279444195,1.519945116,1.396743433,1.496266349,1.304861282,1.293395117,1.245805308,1.474357228,1.412949878,1.482265763,1.3607422,2
87,CC220518,30,100,0,1.611527008,1.29420349,1.661782718,1.674225155,1.58615692,1.262965074,1.619545926,1.467847131,1.55167997,1.279370576,1.267292127,1.253891524,2
121,CC221648,30,79,1,1.879784989,1.485436774,1.753329148,1.382338286,1.577317745,1.386651349,1.539012091,1.353166215,1.519684503,1.254408741,1.27916468,1.318439833,2
142,CC222652,30,90,0,1.753218673,1.56377748,1.622723231,1.454809774,1.482487863,1.354897603,1.434825479,1.27479592,1.275796961,1.260961182,1.434443485,1.395456744,2
55,CC210023,31,100,0,1.669486815,1.380156501,1.544873983,1.272600875,1.29482916,1.26135399,1.276349346,1.271365679,1.313921209,1.320250661,1.27164942,1.242865039,2
60,CC210172,31,100,1,1.60267414,1.287457925,1.61565626,1.315527294,1.525578877,1.581805041,1.632202653,1.500660039,1.407518316,1.403811124,1.579427809,1.312686276,2
61,CC210182,31,60,1,1.815046291,1.4290793,1.695373273,1.419901426,1.606450842,1.509544361,1.409430983,1.434699301,1.504678883,1.285212348,1.549807716,1.281028081,2
73,CC220132,31,100,0,1.798214333,1.494844463,1.875428636,1.456914084,1.545454586,1.253682847,1.592392371,1.519618638,1.387501855,1.427167864,1.387918093,1.388083053,2
85,CC220419,31,90,0,1.904439401,1.319604862,1.746425424,1.370308641,1.592555398,1.676464165,1.615083701,1.567997154,1.541483703,1.537234086,1.521166285,1.465966843,2
106,CC221054,31,100,0,1.713279938,1.822332265,1.516368317,1.433479751,1.477182866,1.530442289,1.461518086,1.487247999,1.528576293,1.356916725,1.263462654,1.263736725,2
143,CC222797,31,100,1,1.589130629,1.694879641,1.680974623,1.280154984,1.674097928,1.551548286,1.464645668,1.258743125,1.368792907,1.433137717,1.493288361,1.437532248,2
70,CC220098,32,100,1,1.328394886,1.650430639,1.450348748,1.271719211,1.446781268,1.402050639,1.434597186,1.256167143,1.37867796,1.258368402,1.392776735,1.386419183,2
90,CC220535,32,100,0,1.923559796,2.049179231,1.81505391,1.87471216,1.581240926,1.696476347,1.603526889,1.648150011,1.532862478,1.615541151,1.522421243,1.574895033,2
92,CC220610,32,89,1,1.987844871,1.873791258,1.797488519,1.912418023,1.716199075,1.264879136,1.597451971,1.492267104,1.528079969,1.397371914,1.531348859,1.357860874,2
110,CC221244,32,100,1,1.942966321,1.922511421,1.73546651,1.773700484,1.634302095,1.480793004,1.410073115,1.644042702,1.477251666,1.540662118,1.482094998,1.450644632,2
118,CC221565,32,89,1,1.888475351,1.746501481,1.629537388,1.49962361,1.679189883,1.563599378,1.486929531,1.530690939,1.45323443,1.484875937,1.299533902,1.475514911,2
124,CC221755,32,100,0,1.600375054,1.530375735,1.570088439,1.434396878,1.300997458,1.540579507,1.286216081,1.277917329,1.299245988,1.280433848,1.459257867,1.317610954,2
125,CC221775,32,11,1,1.762105093,1.707290952,1.723618523,1.736423395,1.577834282,1.584446386,1.526394101,1.508561279,1.467086426,1.529190152,1.409829956,1.487490341,2
126,CC221828,32,78,1,1.638410087,1.285892848,1.308462492,1.303739845,1.29703665,1.280985296,1.478461956,1.633373699,1.278527397,1.274916228,1.265037596,1.36933214,2
129,CC221954,32,80,1,1.54387556,1.697913749,1.53485212,1.735844661,1.46708853,1.286129359,1.32707367,1.301697299,1.355126876,1.367381709,1.315050235,1.329766012,2
134,CC222185,32,80,1,1.81563272,1.902155621,1.625545376,1.70201826,1.633553614,1.607224112,1.609159994,1.313825786,1.473809278,1.253164095,1.276037087,1.494151074,2
144,CC222956,32,100,1,1.703890737,1.636256305,1.35823371,1.406130112,1.360848267,1.427881377,1.299761944,1.340126943,1.451472619,1.308680837,1.274919773,1.349883016,2
77,CC220223,33,100,0,1.998890169,1.350404427,1.335478962,1.273105104,1.287376548,1.64013758,1.409076688,1.532641103,1.40214067,1.368814544,1.338037084,1.35430617,2
81,CC220323,33,100,1,1.597628899,1.512841799,1.518737075,1.448819056,1.435080908,1.422331902,1.491128225,1.558073636,1.472953491,1.430994931,1.270882548,1.278190342,2
95,CC220713,33,100,1,1.753408496,1.511691473,1.546689269,1.272699377,1.639960325,1.580195312,1.423746691,1.591886557,1.436922042,1.412624674,1.270866059,1.268109688,2
96,CC220828,33,100,1,1.82427546,1.922174641,1.723323247,1.769885425,1.488088071,1.51241814,1.423353402,1.27179756,1.342159671,1.404626497,1.305111931,1.552179942,2
120,CC221595,33,100,0,1.60707042,1.754279562,1.315011563,1.266912854,1.320028152,1.522639646,1.472954152,1.358202596,1.571569475,1.397273375,1.288278296,1.336697601,2
127,CC221886,33,100,0,1.514510594,1.477630659,1.499728693,1.277513957,1.54032683,1.384945904,1.502502937,1.35099148,1.488204889,1.291709705,1.446340489,1.440561511,2
64,CC210422,34,100,0,1.615792828,1.583543959,1.51296362,1.463390617,1.61770354,1.27499188,1.590923485,1.285572675,1.501772111,1.253933027,1.277523143,1.508951756,2
67,CC210617,34,-58,0,2.076924344,1.59609763,1.975021389,1.429513994,1.389348654,1.273865837,1.291498686,1.256901373,1.461146503,1.562253395,1.280182734,1.336306657,2
71,CC220107,34,100,0,2.103246881,1.938121981,1.820406386,1.26829702,1.702179201,1.720351515,1.676512424,1.250731304,1.606749395,1.46398766,1.492685301,1.471441973,2
76,CC220203,34,100,1,1.651574153,1.657962822,1.533858585,1.331407371,1.452574978,1.460787995,1.27636809,1.268884467,1.443406097,1.242862399,1.424435584,1.332252819,2
80,CC220284,34,100,1,1.610012243,2.101244535,1.42957909,1.421206692,1.373404033,1.422654575,1.535717381,1.349138623,1.519179903,1.311598447,1.360880222,1.256770818,2
82,CC220335,34,100,0,1.877579511,1.687390856,1.479718045,1.272901083,1.630666893,1.446521534,1.531851138,1.268684848,1.554446015,1.286893934,1.282435639,1.267777079,2
99,CC220920,34,100,1,1.876656966,1.712846379,1.713999295,1.572266105,1.481222993,1.453032972,1.575467343,1.408096502,1.311714322,1.336088668,1.438410573,1.348000221,2
112,CC221336,34,100,0,2.033312943,1.549736293,1.588287191,1.459049336,1.474210453,1.675334346,1.50478263,1.498423192,1.362669782,1.532820737,1.308207495,1.46214113,2
117,CC221527,34,89,1,1.873486315,1.493297745,1.410746729,1.79882604,1.47904695,1.685337133,1.494040713,1.577073223,1.374812656,1.501566269,1.374466511,1.330285015,2
131,CC221980,34,88,0,1.653932986,1.798100326,1.596466395,1.656579775,1.452436314,1.319058691,1.491373226,1.642707825,1.277026287,1.421988606,1.395864473,1.386252563,2
133,CC222125,34,100,0,1.532810744,1.532755852,1.495017163,1.714570184,1.457264917,1.405583689,1.323985501,1.327871347,1.306766307,1.254539689,1.421495704,1.309548032,2
56,CC210051,35,-65,1,1.882627664,1.661756149,1.549557026,1.559731053,1.496456167,1.461945145,1.477194518,1.426152934,1.364753356,1.437614059,1.475259139,1.362075225,2
58,CC210124,35,80,1,1.835784084,1.5021014,1.40537481,1.463040105,1.489324007,1.449452772,1.328357664,1.251744411,1.375194012,1.267188723,1.354199923,1.376616587,2
79,CC220234,35,88,0,1.330456421,1.298577657,1.322242929,1.289558079,1.433133348,1.271652354,1.470238579,1.388014382,1.419872555,1.367164268,1.350360297,1.317029083,2
86,CC220506,35,89,1,1.744138135,1.764657652,1.832396959,1.671743008,1.761628905,1.446292187,1.374815768,1.404446256,1.399036336,1.322260372,1.264434156,1.245713237,2
94,CC220697,35,100,0,1.610579725,1.73549796,1.578976694,1.672334987,1.642584677,1.346203131,1.432704865,1.349987829,1.27390384,1.332030495,1.502662239,1.237105507,2
98,CC220901,35,100,1,1.634127746,1.470094474,1.461462362,1.592428984,1.404573113,1.260609502,1.440225093,1.385682616,1.488100614,1.449712149,1.434025276,1.245151065,2
107,CC221107,35,100,0,1.613756352,1.555836598,1.746944985,1.639060456,1.617812299,1.62000098,1.355903635,1.248408946,1.552073192,1.28306536,1.399657083,1.335904953,2
115,CC221487,35,100,0,1.606887004,1.794589499,1.587102582,1.676752606,1.390055582,1.538841762,1.458694844,1.445372829,1.430243087,1.419699709,1.409851981,1.370305735,2
123,CC221740,35,100,1,1.505059121,1.33132212,1.516781378,1.286573365,1.499597211,1.481417486,1.415788895,1.422774999,1.484761838,1.398034491,1.263661392,1.357426423,2
135,CC222258,35,79,1,1.66692734,1.378610554,1.84856087,1.839303681,1.297263,1.265237395,1.275134255,1.369660839,1.503641395,1.245285233,1.351759286,1.246811052,2
138,CC222326,35,89,0,1.723720342,1.280296005,1.810550589,1.287447233,1.669051657,1.355722794,1.686284952,1.24540006,1.550321694,1.235866805,1.50915881,1.239943384,2
57,CC210088,36,100,1,1.670062967,1.65514166,1.63357872,1.682552649,1.636292562,1.549207819,1.568769941,1.436049269,1.384820408,1.563793146,1.389294979,1.473442215,2
93,CC220635,36,100,1,1.824322881,1.284282023,1.821178474,1.487021484,1.529015152,1.384197606,1.414828671,1.491358757,1.481801003,1.429228797,1.460247683,1.384034098,2
105,CC221040,36,100,0,1.656802715,2.109355009,1.324839958,1.288753727,1.703301966,1.49886875,1.592659545,1.266661111,1.372493379,1.253488236,1.456579085,1.347129876,2
111,CC221324,36,90,0,1.646020634,1.568575678,1.534480914,1.564421903,1.533512279,1.579002582,1.56698079,1.442615446,1.549577648,1.454262328,1.453890752,1.385076896,2
116,CC221511,36,100,1,1.574576958,1.875445288,1.314430226,1.719728589,1.40649065,1.327232395,1.396836533,1.407132369,1.38887305,1.351136823,1.278688715,1.248288186,2
146,CC223115,36,89,0,1.353378464,1.336463091,1.329629908,1.282566846,1.610705747,1.4309779,1.321337956,1.280972653,1.274395935,1.252495515,1.266763871,1.278550117,2
147,CC223286,36,100,0,1.869038343,1.311484943,1.612605893,1.262084269,1.523049507,1.495855655,1.528588334,1.361300029,1.464417046,1.320929875,1.30956998,1.37139703,2
66,CC210526,37,100,0,1.464624099,1.873613366,1.475269064,1.274393302,1.386370157,1.687433188,1.356514482,1.31263072,1.285573153,1.251042021,1.283977713,1.352037546,2
68,CC210657,37,70,0,1.908488014,1.944376278,1.731082108,1.660088299,1.632765476,1.578160761,1.5812717,1.582257133,1.538036138,1.402329878,1.446736885,1.391989773,2
75,CC220198,37,100,1,1.832614275,1.77972019,1.749081751,1.698537524,1.597254141,1.613507179,1.597571356,1.573114871,1.360272507,1.323559839,1.485856096,1.262442188,2
84,CC220372,37,80,0,1.491465961,1.560385125,1.412179023,1.484770906,1.521538169,1.373309779,1.422804101,1.260869442,1.274771472,1.342050001,1.274155164,1.240734836,2
91,CC220567,37,100,0,1.816166085,1.914402125,1.610391034,1.728088559,1.606390044,1.594383573,1.600033022,1.444757555,1.572987724,1.528277372,1.518025365,1.239396481,2
97,CC220843,37,78,0,1.980112305,1.920574856,1.783665517,1.432950423,1.71897125,1.366573361,1.6139581,1.317063651,1.635237501,1.517919521,1.479089945,1.25105025,2
100,CC220974,37,100,0,1.839588505,1.596867316,1.674765125,1.734830873,1.613682548,1.623908231,1.606006469,1.46610135,1.4546877,1.401231954,1.354872305,1.343739228,2
101,CC220999,37,-56,0,1.702873968,1.845851535,1.663986112,1.706898621,1.593910206,1.560876936,1.585248808,1.400969966,1.412855146,1.411987224,1.405018526,1.357248477,2
102,CC221002,37,100,1,1.818705738,2.190140936,1.625213824,1.61360613,1.729792993,1.653789039,1.690798312,1.714943015,1.625741852,1.36090976,1.551222446,1.374528976,2
109,CC221220,37,88,1,1.74361402,1.325580686,1.672258179,1.703134821,1.541521496,1.522761331,1.508869147,1.467680028,1.393861918,1.403915106,1.328975587,1.270828086,2
113,CC221352,37,-100,1,1.921794092,1.299307278,1.33163532,1.286869944,1.367602659,1.438485331,1.330952172,1.264440695,1.269254318,1.257442713,1.37390354,1.248072565,2
119,CC221585,37,100,0,1.472157286,1.646282626,1.448586401,1.525226528,1.514621428,1.411348598,1.288830896,1.362471017,1.449440741,1.262984941,1.263074799,1.254941551,2
128,CC221935,37,65,0,1.833191514,1.942379737,1.773016182,1.658037933,1.576515374,1.46314717,1.555125743,1.280225706,1.482332779,1.251692618,1.429782085,1.24118918,2
130,CC221977,37,100,0,1.82486704,1.566915043,1.47595925,1.497423227,1.621055389,1.375905754,1.401782773,1.29196752,1.371426446,1.270157582,1.349974007,1.277712365,2
136,CC222264,37,100,0,1.329516136,1.306408995,1.582816318,1.280904618,1.472339547,1.269029405,1.550833349,1.549011017,1.498485072,1.389191453,1.45229205,1.35251976,2
139,CC222367,37,100,0,1.958316016,2.058520306,1.410246137,1.432750643,1.626903205,1.264835605,1.308160971,1.263171522,1.281430697,1.245604446,1.261417629,1.258384536,2
103,CC221031,38,100,0,1.922860393,1.855499687,1.84623065,1.70996097,1.666283893,1.286860399,1.645727029,1.268326502,1.629735658,1.307093928,1.557918032,1.241558267,3
137,CC222304,38,67,0,1.974984319,1.276518552,1.8138116,1.631722049,1.741049133,1.294570436,1.678370475,1.250889804,1.620537718,1.284824879,1.57572971,1.237167286,3
140,CC222496,38,-56,0,1.831514747,1.971051419,1.925682608,1.80751854,1.615636856,1.602464662,1.607351005,1.580114354,1.549845338,1.546673457,1.460791895,1.483842698,3
145,CC223085,38,100,0,1.855632948,1.860563791,1.700691928,1.7683989,1.536869692,1.603023658,1.585235625,1.541447017,1.515093501,1.259449538,1.556025964,1.24876842,3
184,CC320267,38,-100,0,1.574657222,1.531296035,1.507660504,1.409838686,1.445375176,1.338361703,1.399514763,1.249157924,1.349352494,1.250617867,1.295233437,1.261718929,3
156,CC310203,39,90,1,1.590602384,1.641512091,1.518770356,1.594656885,1.601410321,1.488012735,1.597489172,1.366863915,1.455112075,1.345062927,1.320560379,1.273751719,3
179,CC320109,39,100,0,1.891262303,1.391779685,1.67406228,1.620059711,1.410914774,1.567459229,1.456480702,1.499029069,1.595966454,1.42754518,1.534308655,1.297459813,3
192,CC320417,39,90,0,1.60674636,1.582627786,1.563276616,1.542577773,1.667374667,1.422373901,1.416432688,1.461882186,1.265956334,1.397247875,1.272251137,1.291231587,3
201,CC320575,39,90,1,2.023167586,1.83984233,1.799540259,1.429077831,1.663512083,1.742471379,1.268582202,1.405436236,1.29139205,1.272949749,1.291493658,1.388102027,3
204,CC320616,39,100,0,1.544682934,1.473307998,1.621259608,1.359350994,1.509169394,1.55242263,1.556632197,1.557481002,1.378343206,1.386382121,1.321320515,1.404593587,3
230,CC321174,39,100,1,1.557652539,1.513269095,1.372777039,1.453141582,1.575100586,1.255034188,1.360048555,1.386530102,1.378713515,1.350752157,1.31862556,1.293379921,3
240,CC321506,39,100,1,1.839933262,1.414626933,1.7334983,1.261463168,1.589229326,1.348536853,1.54013485,1.359235472,1.44172789,1.305991497,1.305871017,1.239939654,3
241,CC321529,39,80,1,1.638538627,1.692314236,1.576015771,1.498731415,1.72682773,1.256795603,1.510066436,1.325432706,1.347493236,1.390602064,1.255967427,1.287124106,3
152,CC310129,40,100,0,1.640847205,1.491827292,1.581718096,1.307682973,1.603643089,1.275904521,1.320426047,1.315664193,1.288820025,1.28697646,1.434937791,1.246524171,3
168,CC310414,40,100,0,1.67365067,1.288042198,1.552862123,1.269443953,1.276630481,1.254586803,1.366258441,1.280507107,1.256119564,1.254957965,1.248971522,1.240564762,3
175,CC320022,40,88,0,1.780017337,1.503375566,1.671686501,1.431961358,1.59793924,1.359909299,1.534468562,1.319871523,1.47454084,1.263002346,1.456581255,1.331728642,3
185,CC320297,40,-89,0,1.893191028,1.315306056,1.837841761,1.271254919,1.636883548,1.274302948,1.384737059,1.387480441,1.609339515,1.527669837,1.34663869,1.247544253,3
186,CC320321,40,100,1,1.44077971,1.505660621,1.375957182,1.456609138,1.706529544,1.467775497,1.540532428,1.35807754,1.490632368,1.234415926,1.415413922,1.417052278,3
189,CC320342,40,100,1,1.640510276,1.644976639,1.692589104,1.288669907,1.44174504,1.434009946,1.350916515,1.393023569,1.336563181,1.313594508,1.325352293,1.26683362,3
196,CC320478,40,75,0,1.742735367,1.714777974,1.709940637,1.457681071,1.597573221,1.522489541,1.626312402,1.593005487,1.409472021,1.377027981,1.389199504,1.251785901,3
200,CC320574,40,100,0,1.769850138,1.542879174,1.658502902,1.417166237,1.636041334,1.530402402,1.648140344,1.693188548,1.603002125,1.586328372,1.544239984,1.49385412,3
