ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,DMetaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,count,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
taylor,taylor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,6,6,2,2,2,2,4,4,0,0,0,0
teneyck,teneyck,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,2,2,2,2,5,5,0,0,0,0
tenney,tenny,0.833333333,0.833333333,0.944444444,0.966666667,0.833333333,0.966666667,0.966666667,0.727272727,0.727272727,0.8,0.8,0.666666667,0.666666667,0.666666667,0.8,0.727272727,0.833333333,1,0.909090909,0.833333333,1,0.909090909,0.6,0.75,0.666666667,0.714285714,0.833333333,0.769230769,0.5,0.666666667,0.571428571,0.625,0.714285714,0.666666667,0.909090909,1,0.833333333,0.666666667,0.75,0.6,0.571428571,0.666666667,0.5,0.909090909,1,0.833333333,0.769230769,0.833333333,0.714285714,0.666666667,0.714285714,0.625,0.677419355,0.807692308,0.736842105,0.619047619,0.8125,0.702702703,1,1,1,1,1,1,0.809523812,0.819444448,0.814285721,0.825000003,0.90476191,0.916666672,0.914285728,0.925000004,0.833333333,0.903225806,0.933333333,0.875,7,6,5,2,2,2,1,4,4,1,1,0,0
tessier,tessier,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,2,2,3,3,4,4,0,0,0,0
theal,theal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,2,2,3,3,0,0,0,0
theobald,theobald,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,2,2,3,3,5,5,0,0,0,0
third,third,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,4,4,0,0,0,0
thomas,thomas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,6,6,2,2,2,2,4,4,0,0,0,0
thompon,thompson,0.875,0.875,0.958333333,0.975,0.875,0.975,0.975,0.666666667,0.933333333,0.714285714,1,0.625,0.875,0.725,0.828571429,0.773333333,0.875,1,0.933333333,0.875,1,0.933333333,0.714285714,0.833333333,0.769230769,0.777777778,0.875,0.823529412,0.5,0.6,0.545454545,0.7,0.777777778,0.736842105,0.933333333,1,0.875,0.769230769,0.833333333,0.714285714,0.545454545,0.6,0.5,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.736842105,0.777777778,0.7,0.731707317,0.833333333,0.779220779,0.677419355,0.807692308,0.736842105,0.75,0.75,0.75,1,0.75,0.75,0.851851854,0.855555558,0.855555561,0.860000002,0.958333336,0.950617287,0.962500006,0.955555558,0.875,0.636363636,0.636363636,0.636363636,6,7,8,2,2,2,2,5,6,-1,0,-1,0
thompson,thompson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,8,8,2,2,2,2,6,6,0,0,0,0
thompson,thomson,0.875,0.875,0.958333333,0.975,0.875,0.975,0.975,0.933333333,0.933333333,1,1,0.875,0.875,0.725,0.828571429,0.773333333,0.875,1,0.933333333,0.875,1,0.933333333,0.714285714,0.833333333,0.769230769,0.777777778,0.875,0.823529412,0.5,0.6,0.545454545,0.7,0.777777778,0.736842105,0.933333333,1,0.875,0.769230769,0.833333333,0.714285714,0.545454545,0.6,0.5,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.736842105,0.777777778,0.7,0.731707317,0.833333333,0.779220779,0.64516129,0.769230769,0.701754386,0.5,0.5,1,0.75,0.5,0.5,0.851851854,0.855555558,0.855555561,0.860000002,0.92592593,0.911111116,0.929629637,0.920000005,0.875,1,1,1,17,8,7,2,2,2,2,6,5,1,0,1,0
thompson,tompson,0.875,0.875,0.958333333,0.9625,0.875,0.9625,0.9625,0.8,0.8,0.857142857,0.857142857,0.75,0.75,0.75,0.857142857,0.8,0.875,1,0.933333333,0.875,1,0.933333333,0.714285714,0.833333333,0.769230769,0.777777778,0.875,0.823529412,0.666666667,0.8,0.727272727,0.7,0.777777778,0.736842105,0.933333333,1,0.875,0.769230769,0.833333333,0.714285714,0.727272727,0.8,0.666666667,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.736842105,0.777777778,0.7,0.756097561,0.861111111,0.805194805,0.741935484,0.884615385,0.807017544,1,1,1,1,1,1,0.851851854,0.855555558,0.855555561,0.860000002,0.92592593,0.911111116,0.929629637,0.920000005,0.875,0.930232558,0.952380952,0.909090909,3,8,7,2,2,2,2,6,5,1,0,1,0
thomson,thompson,0.875,0.875,0.958333333,0.975,0.875,0.975,0.975,0.933333333,0.933333333,1,1,0.875,0.875,0.725,0.828571429,0.773333333,0.875,1,0.933333333,0.875,1,0.933333333,0.714285714,0.833333333,0.769230769,0.777777778,0.875,0.823529412,0.5,0.6,0.545454545,0.7,0.777777778,0.736842105,0.933333333,1,0.875,0.769230769,0.833333333,0.714285714,0.545454545,0.6,0.5,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.736842105,0.777777778,0.7,0.731707317,0.833333333,0.779220779,0.64516129,0.769230769,0.701754386,0.5,0.5,1,0.75,0.5,0.5,0.851851854,0.855555558,0.855555561,0.860000002,0.958333336,0.950617287,0.962500006,0.955555558,0.875,1,1,1,9,7,8,2,2,2,2,5,6,-1,0,-1,0
thorn,thorn,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,1,1,1,1,4,4,0,0,0,0
thornton,thornton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,8,2,2,2,2,6,6,0,0,0,0
thuresson,thuresson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,3,3,3,3,6,6,0,0,0,0
tibbits,lilley,0.142857143,0.142857143,0.436507937,0.436507937,0.142857143,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.166666667,0.153846154,0.142857143,0.166666667,0.153846154,0.142857143,0.166666667,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.055555556,0.064516129,0.059701493,0,0,0,0,0.5,0,0.25,0,0,0.24242425,0.363636374,0.248484861,0.373737384,0.500000015,0.629629652,0.512500025,0.646913601,0.357142857,0,0,0,1,7,6,2,2,2,2,5,4,1,0,1,0
till,till,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,4,1,1,1,1,3,3,0,0,0,0
tilley,tilley,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,2,2,2,2,4,4,0,0,0,0
tillson,tillman,0.714285714,0.714285714,0.80952381,0.885714286,0.714285714,0.885714286,0.885714286,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.628571429,0.628571429,0.628571429,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.625,0.625,0.625,0.4,0.4,0.4,0.555555556,0.555555556,0.555555556,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.4,0.4,0.4,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.555555556,0.555555556,0.555555556,0.527777778,0.527777778,0.527777778,0.461538462,0.461538462,0.461538462,0.75,0.5,0.75,0.75,0.75,0.75,0.703703708,0.851851861,0.707407415,0.861728403,0.791666672,0.851851861,0.795833342,0.861728403,0.785714286,0.545454545,0.545454545,0.545454545,4,7,7,2,2,2,2,5,5,0,0,0,0
tilly,tilley,0.833333333,0.833333333,0.944444444,0.966666667,0.833333333,0.966666667,0.966666667,0.727272727,0.727272727,0.8,0.8,0.666666667,0.666666667,0.666666667,0.8,0.727272727,0.833333333,1,0.909090909,0.833333333,1,0.909090909,0.6,0.75,0.666666667,0.714285714,0.833333333,0.769230769,0.5,0.666666667,0.571428571,0.625,0.714285714,0.666666667,0.909090909,1,0.833333333,0.666666667,0.75,0.6,0.571428571,0.666666667,0.5,0.909090909,1,0.833333333,0.769230769,0.833333333,0.714285714,0.666666667,0.714285714,0.625,0.677419355,0.807692308,0.736842105,0.619047619,0.8125,0.702702703,1,1,1,1,1,1,0.809523812,0.819444448,0.814285721,0.825000003,0.944444448,0.93650794,0.950000008,0.942857146,0.833333333,0.8,0.8,0.8,4,5,6,2,2,1,2,4,4,-1,-1,0,0
titzpatrick,fitzpatrick,0.909090909,0.909090909,0.839393939,0.839393939,0.909090909,0.839393939,0.839393939,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.9,0.9,0.9,0.833333333,0.833333333,0.833333333,0.888888889,0.888888889,0.888888889,0.769230769,0.769230769,0.769230769,0.909090909,0.909090909,0.909090909,0.9,0.9,0.9,0.888888889,0.888888889,0.888888889,0.909090909,0.909090909,0.909090909,0.833333333,0.833333333,0.833333333,0.769230769,0.769230769,0.769230769,0.875,0.875,0.875,0.891304348,0.891304348,0.891304348,0.75,0.75,0.75,0.75,0.75,1,0.944444448,0.948717952,0.947222228,0.953846157,0.944444448,0.948717952,0.950000008,0.953846157,0.909090909,0.741935484,0.741935484,0.741935484,3,11,11,3,3,3,3,8,8,0,0,0,0
tlack,flack,0.8,0.8,0.866666667,0.866666667,0.8,0.866666667,0.866666667,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.571428571,0.571428571,0.571428571,0.8,0.8,0.8,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.8,0.8,0.8,0.666666667,0.666666667,0.666666667,0.571428571,0.571428571,0.571428571,0.730769231,0.730769231,0.730769231,0.6875,0.6875,0.6875,0.75,0.75,0.75,0.75,0.666666667,1,0.888888896,0.90476191,0.894444456,0.914285719,0.888888896,0.90476191,0.894444456,0.914285719,0.8,0.578947368,0.578947368,0.578947368,3,5,5,1,1,1,1,4,4,0,0,0,0
tomlin,tomlin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,2,2,2,2,4,4,0,0,0,0
tomlinson,tomlinson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,3,3,3,3,6,6,0,0,0,0
toms,tom,0.75,0.75,0.916666667,0.933333333,0.75,0.933333333,0.933333333,0.857142857,0.857142857,1,1,0.75,0.75,0.75,1,0.857142857,0.75,1,0.857142857,0.75,1,0.857142857,0.666666667,1,0.8,0.6,0.75,0.666666667,0.5,1,0.666666667,0.5,0.6,0.545454545,0.857142857,1,0.75,0.8,1,0.666666667,0.666666667,1,0.5,0.857142857,1,0.75,0.666666667,0.75,0.6,0.545454545,0.6,0.5,0.619047619,0.8125,0.702702703,0.545454545,1,0.705882353,0.75,1,0.75,1,0.666666667,0.75,0.733333337,0.759259264,0.74000001,0.770370374,0.866666675,0.888888896,0.873333347,0.900000006,0.75,0.296296296,0.307692308,0.285714286,6,4,3,1,1,1,1,3,2,1,0,1,0
tooke,tooke,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,1,1,3,3,2,2,0,0,0,0
toole,toole,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,5,1,1,3,3,2,2,0,0,0,0
torrence,torrance,0.875,0.875,0.845238095,0.907142857,0.875,0.907142857,0.907142857,0.875,0.875,0.875,0.875,0.875,0.875,0.925,0.925,0.925,0.875,0.875,0.875,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.777777778,0.777777778,0.777777778,0.5,0.5,0.5,0.7,0.7,0.7,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.875,0.875,0.875,0.777777778,0.777777778,0.777777778,0.7,0.7,0.7,0.756097561,0.756097561,0.756097561,0.677419355,0.677419355,0.677419355,1,1,1,1,1,1,0.92592593,0.933333337,0.929629637,0.940000004,0.92592593,0.933333337,0.933333344,0.940000004,0.9375,0.913043478,0.913043478,0.913043478,2,8,8,1,1,3,3,5,5,0,0,0,0
townsend,townsend,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,8,2,2,2,2,6,6,0,0,0,0
train,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,5,1,1,2,2,3,3,0,0,0,0
travis,travis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,2,2,2,2,4,4,0,0,0,0
treloar,treloar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,2,2,3,3,4,4,0,0,0,0
trickey,hagerman,0,0,0.345238095,0.345238095,0.25,0.345238095,0.345238095,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.125,0.142857143,0.133333333,0.25,0.285714286,0.266666667,0.25,0.285714286,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0.277777786,0.444444461,0.286111126,0.375925938,0.500000015,0.543209897,0.512500025,0.562962982,0.1875,0,0,0,1,7,8,2,3,2,3,5,5,-1,-1,0,-1
triebner,triebner,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,2,2,3,3,5,5,0,0,0,0
tripp,tripp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,5,5,1,1,1,1,4,4,0,0,0,0
trotter,trotter,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,7,2,2,2,2,5,5,0,0,0,0
trudel,trudel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,2,2,2,2,4,4,0,0,0,0
truman,trueman,0.857142857,0.857142857,0.952380952,0.966666667,0.857142857,0.966666667,0.966666667,0.923076923,0.923076923,1,1,0.857142857,0.857142857,0.685714286,0.8,0.738461538,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.666666667,0.8,0.727272727,0.75,0.857142857,0.8,0.4,0.5,0.444444444,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.727272727,0.8,0.666666667,0.444444444,0.5,0.4,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.694444444,0.806451613,0.746268657,0.576923077,0.714285714,0.638297872,1,1,1,1,1,1,0.833333336,0.839506176,0.837500006,0.844444447,0.952380955,0.944444448,0.957142864,0.950000003,0.928571429,0.930232558,0.952380952,0.909090909,8,6,7,2,2,2,3,4,4,-1,-1,0,0
truman,truemanallen,0.5,0.5,0.833333333,0.883333333,0.5,0.883333333,0.883333333,0.666666667,0.666666667,1,1,0.5,0.5,0.4,0.8,0.533333333,0.5,1,0.666666667,0.5,1,0.666666667,0.363636364,0.8,0.5,0.461538462,0.857142857,0.6,0.2,0.5,0.285714286,0.357142857,0.625,0.454545455,0.666666667,1,0.5,0.5,0.8,0.363636364,0.285714286,0.5,0.2,0.666666667,1,0.5,0.5,0.714285714,0.384615385,0.363636364,0.5,0.285714286,0.360655738,0.709677419,0.47826087,0.294117647,0.714285714,0.416666667,1,0.75,1,1,1,1,0.512820514,0.523809527,0.515384619,0.530158733,0.952380955,0.916666672,0.957142864,0.927777782,0.625,0.421052632,0.571428571,0.333333333,1,6,12,2,4,2,5,4,7,-6,-3,-3,-2
tubb,tubb,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,4,1,1,1,1,3,3,0,0,0,0
turcotte,turcotte,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,8,1,1,3,3,5,5,0,0,0,0
turnbull,turnbull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,8,2,2,2,2,6,6,0,0,0,0
turner,turner,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,6,2,2,2,2,4,4,0,0,0,0
twentyman,twentymen,0.888888889,0.888888889,0.925925926,0.955555556,0.888888889,0.955555556,0.955555556,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.933333333,0.933333333,0.933333333,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.8,0.8,0.8,0.714285714,0.714285714,0.714285714,0.727272727,0.727272727,0.727272727,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.714285714,0.714285714,0.714285714,0.888888889,0.888888889,0.888888889,0.8,0.8,0.8,0.727272727,0.727272727,0.727272727,0.804347826,0.804347826,0.804347826,0.805555556,0.805555556,0.805555556,1,1,1,1,1,1,0.866666669,0.939393943,0.870000005,0.945454549,0.933333337,0.939393943,0.936666673,0.945454549,0.944444444,0.931034483,0.931034483,0.931034483,4,9,9,3,3,2,2,7,7,0,0,0,0
tye,tye,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,1,1,1,2,2,0,0,0,0
tyrie,tyrie,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,5,1,1,2,2,3,3,0,0,0,0
tyson,tyson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,2,1,1,4,4,0,0,0,0
uniack,uniac,0.833333333,0.833333333,0.944444444,0.966666667,0.833333333,0.966666667,0.966666667,0.909090909,0.909090909,1,1,0.833333333,0.833333333,0.833333333,1,0.909090909,0.833333333,1,0.909090909,0.833333333,1,0.909090909,0.8,1,0.888888889,0.714285714,0.833333333,0.769230769,0.75,1,0.857142857,0.625,0.714285714,0.666666667,0.909090909,1,0.833333333,0.888888889,1,0.8,0.857142857,1,0.75,0.909090909,1,0.833333333,0.769230769,0.833333333,0.714285714,0.666666667,0.714285714,0.625,0.741935484,0.884615385,0.807017544,0.761904762,1,0.864864865,1,1,1,1,1,0.25,0.809523812,0.819444448,0.814285721,0.827777781,0.90476191,0.916666672,0.909523819,0.925000004,0.833333333,0.6,0.6,0.6,6,6,5,2,2,3,3,3,2,1,0,1,0
vaillancourt,vaillancourt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,12,12,3,3,5,5,7,7,0,0,0,0
vanallen,vanallen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,8,3,3,3,3,5,5,0,0,0,0
