ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,DMetaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,count,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
brammar,braunner,0.5,0.5,0.69047619,0.783333333,0.5,0.783333333,0.783333333,0.4,0.4,0.428571429,0.428571429,0.375,0.375,0.5,0.571428571,0.533333333,0.5,0.571428571,0.533333333,0.5,0.571428571,0.533333333,0.285714286,0.333333333,0.307692308,0.444444444,0.5,0.470588235,0.166666667,0.2,0.181818182,0.4,0.444444444,0.421052632,0.533333333,0.571428571,0.5,0.307692308,0.333333333,0.285714286,0.181818182,0.2,0.166666667,0.533333333,0.571428571,0.5,0.470588235,0.5,0.444444444,0.421052632,0.444444444,0.4,0.317073171,0.361111111,0.337662338,0.193548387,0.230769231,0.210526316,1,1,1,1,0.75,1,0.388888891,0.606060613,0.487878794,0.614141421,0.750000007,0.802469148,0.758333348,0.81234569,0.8125,0.425531915,0.434782609,0.416666667,2,7,8,2,2,2,3,5,5,-1,-1,0,0
branan,branan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,2,2,2,2,4,4,0,0,0,0
brandon,brandon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,2,2,2,2,5,5,0,0,0,0
brass,brass,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,1,1,1,4,4,0,0,0,0
brayley,brayley,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,2,2,2,2,5,5,0,0,0,0
brennan,brennan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,7,7,2,2,2,2,5,5,0,0,0,0
brenton,brenton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,2,2,2,2,5,5,0,0,0,0
breton,breton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,2,2,2,2,4,4,0,0,0,0
brewer,brewar,0.833333333,0.833333333,0.888888889,0.933333333,0.833333333,0.933333333,0.933333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.9,0.9,0.9,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.625,0.625,0.625,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.5,0.5,0.5,0.833333333,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.709677419,0.709677419,0.709677419,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,0.90476191,0.916666672,0.909523819,0.925000004,0.90476191,0.916666672,0.914285728,0.925000004,0.916666667,0.909090909,0.909090909,0.909090909,5,6,6,2,2,2,2,4,4,0,0,0,0
brewer,brewer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,2,2,2,2,4,4,0,0,0,0
briggs,briggs,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,5,5,0,0,0,0
brinn,brin,0.8,0.8,0.933333333,0.953333333,0.8,0.953333333,0.953333333,0.888888889,0.888888889,1,1,0.8,0.8,0.8,1,0.888888889,0.8,1,0.888888889,0.8,1,0.888888889,0.75,1,0.857142857,0.833333333,1,0.909090909,0.666666667,1,0.8,0.714285714,0.833333333,0.769230769,0.888888889,1,0.8,0.857142857,1,0.75,0.8,1,0.666666667,0.888888889,1,0.8,0.909090909,1,0.833333333,0.769230769,0.833333333,0.714285714,0.730769231,0.904761905,0.808510638,0.6875,1,0.814814815,1,1,1,1,1,1,0.833333333,0.825396827,0.833333333,0.831746033,0.944444448,0.93650794,0.950000008,0.946031749,1,0.896551724,0.928571429,0.866666667,4,5,4,1,1,1,1,4,3,1,0,1,0
bristol,bristol,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,2,2,2,2,5,5,0,0,0,0
britton,britton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,7,7,2,2,2,2,5,5,0,0,0,0
broad,broad,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,1,1,2,2,3,3,0,0,0,0
broadwell,broadwell,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,2,2,3,3,6,6,0,0,0,0
brodhagen,brahagen,0.777777778,0.777777778,0.836640212,0.869312169,0.777777778,0.869312169,0.869312169,0.588235294,0.823529412,0.625,0.875,0.555555556,0.777777778,0.688888889,0.775,0.729411765,0.777777778,0.875,0.823529412,0.777777778,0.875,0.823529412,0.625,0.714285714,0.666666667,0.7,0.777777778,0.736842105,0.428571429,0.5,0.461538462,0.636363636,0.7,0.666666667,0.823529412,0.875,0.777777778,0.666666667,0.714285714,0.625,0.461538462,0.5,0.428571429,0.823529412,0.875,0.777777778,0.736842105,0.777777778,0.7,0.666666667,0.7,0.636363636,0.608695652,0.682926829,0.643678161,0.527777778,0.612903226,0.567164179,0.5,0.5,0.5,0.75,0.75,0.5,0.833333337,0.828282833,0.836666673,0.836363641,0.833333337,0.878787886,0.836666673,0.886868694,0.833333333,0.596491228,0.607142857,0.586206897,2,9,8,3,3,3,3,6,5,1,0,1,0
brooker,brooher,0.857142857,0.857142857,0.904761905,0.942857143,0.857142857,0.942857143,0.942857143,0.571428571,0.857142857,0.571428571,0.857142857,0.571428571,0.857142857,0.714285714,0.714285714,0.714285714,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.4,0.4,0.4,0.666666667,0.666666667,0.666666667,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.4,0.4,0.4,0.857142857,0.857142857,0.857142857,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.722222222,0.722222222,0.722222222,0.653846154,0.653846154,0.653846154,0.5,0.5,0.75,0.75,0.75,0.5,0.916666672,0.92592593,0.920833342,0.933333337,0.916666672,0.92592593,0.920833342,0.933333337,0.857142857,0.652173913,0.652173913,0.652173913,4,7,7,2,2,3,3,4,4,0,0,0,0
brough,brough,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,1,1,2,2,4,4,0,0,0,0
brown,brown,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,78,5,5,1,1,1,1,4,4,0,0,0,0
browning,brownrigg,0.777777778,0.777777778,0.884259259,0.930555556,0.777777778,0.930555556,0.930555556,0.588235294,0.588235294,0.625,0.625,0.555555556,0.555555556,0.555555556,0.625,0.588235294,0.777777778,0.875,0.823529412,0.777777778,0.875,0.823529412,0.5,0.571428571,0.533333333,0.6,0.666666667,0.631578947,0.428571429,0.5,0.461538462,0.545454545,0.6,0.571428571,0.823529412,0.875,0.777777778,0.533333333,0.571428571,0.5,0.461538462,0.5,0.428571429,0.823529412,0.875,0.777777778,0.631578947,0.666666667,0.6,0.571428571,0.6,0.545454545,0.630434783,0.707317073,0.666666667,0.583333333,0.677419355,0.626865672,0.75,0.75,0.75,1,0.75,0.75,0.66666667,0.808080814,0.806666678,0.818181824,0.888888896,0.888888896,0.900000016,0.900000006,0.777777778,0.85106383,0.869565217,0.833333333,4,8,9,2,2,2,2,6,7,-1,0,-1,0
brownlee,brownlee,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,8,8,1,1,3,3,5,5,0,0,0,0
brownson,bronnson,0.875,0.875,0.845238095,0.891666667,0.875,0.891666667,0.891666667,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.75,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.777777778,0.777777778,0.777777778,0.5,0.5,0.5,0.7,0.7,0.7,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.875,0.875,0.875,0.777777778,0.777777778,0.777777778,0.7,0.7,0.7,0.756097561,0.756097561,0.756097561,0.677419355,0.677419355,0.677419355,1,1,1,1,1,1,0.851851854,0.933333337,0.851851854,0.940000004,0.92592593,0.933333337,0.929629637,0.940000004,0.875,0.913043478,0.913043478,0.913043478,4,8,8,2,2,2,2,6,6,0,0,0,0
brubacher,brubacker,0.888888889,0.888888889,0.925925926,0.955555556,0.888888889,0.955555556,0.955555556,0.666666667,0.888888889,0.666666667,0.888888889,0.666666667,0.888888889,0.777777778,0.777777778,0.777777778,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.8,0.8,0.8,0.571428571,0.571428571,0.571428571,0.727272727,0.727272727,0.727272727,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.571428571,0.571428571,0.571428571,0.888888889,0.888888889,0.888888889,0.8,0.8,0.8,0.727272727,0.727272727,0.727272727,0.782608696,0.782608696,0.782608696,0.75,0.75,0.75,1,1,1,1,1,1,0.933333337,0.939393943,0.936666673,0.945454549,0.933333337,0.939393943,0.936666673,0.945454549,0.888888889,0.677966102,0.689655172,0.666666667,4,9,9,3,3,3,3,6,6,0,0,0,0
bruce,bruce,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,1,2,2,3,3,0,0,0,0
brulot,brulot,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,6,2,2,2,2,4,4,0,0,0,0
brummit,brummett,0.75,0.75,0.869047619,0.921428571,0.75,0.921428571,0.921428571,0.666666667,0.666666667,0.714285714,0.714285714,0.625,0.625,0.8,0.914285714,0.853333333,0.75,0.857142857,0.8,0.75,0.857142857,0.8,0.571428571,0.666666667,0.615384615,0.666666667,0.75,0.705882353,0.5,0.6,0.545454545,0.6,0.666666667,0.631578947,0.8,0.857142857,0.75,0.615384615,0.666666667,0.571428571,0.545454545,0.6,0.5,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.631578947,0.666666667,0.6,0.634146341,0.722222222,0.675324675,0.612903226,0.730769231,0.666666667,1,0.75,1,1,1,1,0.814814819,0.833333337,0.818518526,0.840000004,0.916666672,0.92592593,0.920833342,0.933333337,0.9375,0.844444444,0.863636364,0.826086957,2,7,8,2,2,2,2,5,6,-1,0,-1,0
bruno,bruno,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,2,2,2,2,3,3,0,0,0,0
brunsdon,brunsdon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,2,2,2,2,6,6,0,0,0,0
bruze,breeze,0.666666667,0.666666667,0.738888889,0.791111111,0.666666667,0.791111111,0.791111111,0.363636364,0.727272727,0.4,0.8,0.333333333,0.666666667,0.533333333,0.64,0.581818182,0.666666667,0.8,0.727272727,0.666666667,0.8,0.727272727,0.4,0.5,0.444444444,0.571428571,0.666666667,0.615384615,0,0,0,0.5,0.571428571,0.533333333,0.727272727,0.8,0.666666667,0.444444444,0.5,0.4,0,0,0,0.727272727,0.8,0.666666667,0.615384615,0.666666667,0.571428571,0.533333333,0.571428571,0.5,0.451612903,0.538461538,0.49122807,0.285714286,0.375,0.324324324,1,1,1,1,1,1,0.761904768,0.763888896,0.766666676,0.775000006,0.888888896,0.873015881,0.894444456,0.885714293,0.916666667,0.857142857,0.857142857,0.857142857,6,5,6,1,1,2,3,3,3,-1,-1,0,0
buchanan,buchanan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,3,3,3,3,5,5,0,0,0,0
buchannan,buchanan,0.888888889,0.888888889,0.921296296,0.952777778,0.888888889,0.952777778,0.952777778,0.705882353,0.941176471,0.75,1,0.666666667,0.888888889,0.755555556,0.85,0.8,0.888888889,1,0.941176471,0.888888889,1,0.941176471,0.875,1,0.933333333,0.9,1,0.947368421,0.714285714,0.833333333,0.769230769,0.818181818,0.9,0.857142857,0.941176471,1,0.888888889,0.933333333,1,0.875,0.769230769,0.833333333,0.714285714,0.941176471,1,0.888888889,0.947368421,1,0.9,0.857142857,0.9,0.818181818,0.847826087,0.951219512,0.896551724,0.805555556,0.935483871,0.865671642,1,1,1,1,1,1,0.888888889,0.88888889,0.888888889,0.892929294,0.966666669,0.959595962,0.970000005,0.963636366,1,0.947368421,0.964285714,0.931034483,11,9,8,3,3,3,3,6,5,1,0,1,0
buckley,barkley,0.714285714,0.714285714,0.80952381,0.828571429,0.714285714,0.828571429,0.828571429,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.628571429,0.628571429,0.628571429,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.625,0.625,0.625,0.4,0.4,0.4,0.555555556,0.555555556,0.555555556,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.4,0.4,0.4,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.555555556,0.555555556,0.555555556,0.527777778,0.527777778,0.527777778,0.461538462,0.461538462,0.461538462,0.5,1,1,0.5,0.75,0.75,0.703703708,0.851851861,0.707407415,0.861728403,0.791666672,0.851851861,0.795833342,0.861728403,0.785714286,0.705882353,0.75,0.666666667,3,7,7,2,2,2,2,5,5,0,0,0,0
budd,budd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,4,1,1,1,1,3,3,0,0,0,0
buggs,briggs,0.666666667,0.666666667,0.822222222,0.84,0.666666667,0.84,0.84,0.545454545,0.545454545,0.6,0.6,0.5,0.5,0.566666667,0.68,0.618181818,0.666666667,0.8,0.727272727,0.666666667,0.8,0.727272727,0.4,0.5,0.444444444,0.571428571,0.666666667,0.615384615,0.25,0.333333333,0.285714286,0.5,0.571428571,0.533333333,0.727272727,0.8,0.666666667,0.444444444,0.5,0.4,0.285714286,0.333333333,0.25,0.727272727,0.8,0.666666667,0.615384615,0.666666667,0.571428571,0.533333333,0.571428571,0.5,0.451612903,0.538461538,0.49122807,0.333333333,0.4375,0.378378378,0.5,0.5,0.5,0.75,0.75,0.5,0.761904768,0.763888896,0.766666676,0.775000006,0.888888896,0.873015881,0.894444456,0.885714293,0.75,0.774193548,0.8,0.75,7,5,6,1,1,1,1,4,5,-1,0,-1,0
buie,buie,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,1,1,3,3,1,1,0,0,0,0
buist,buist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,1,1,2,2,3,3,0,0,0,0
bull,bull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,3,3,0,0,0,0
bullard,bullard,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,2,2,2,2,5,5,0,0,0,0
bungey,bungay,0.833333333,0.833333333,0.888888889,0.933333333,0.833333333,0.933333333,0.933333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.9,0.9,0.9,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.625,0.625,0.625,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.5,0.5,0.5,0.833333333,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.709677419,0.709677419,0.709677419,0.666666667,0.666666667,0.666666667,1,1,1,1,0.666666667,1,0.90476191,0.916666672,0.909523819,0.925000004,0.90476191,0.916666672,0.909523819,0.925000004,0.916666667,0.875,0.875,0.875,4,6,6,2,2,2,2,4,4,0,0,0,0
burdett,burdett,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,2,2,2,2,5,5,0,0,0,0
burgess,burgess,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,2,2,2,2,5,5,0,0,0,0
burke,burke,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,5,1,1,2,2,3,3,0,0,0,0
burn,burn,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,4,1,1,1,1,3,3,0,0,0,0
burnet,burnett,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.923076923,0.923076923,1,1,0.857142857,0.857142857,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.833333333,1,0.909090909,0.875,1,0.933333333,0.8,1,0.888888889,0.777777778,0.875,0.823529412,0.923076923,1,0.857142857,0.909090909,1,0.833333333,0.888888889,1,0.8,0.923076923,1,0.857142857,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.805555556,0.935483871,0.865671642,0.807692308,1,0.893617021,1,0.75,1,1,1,1,0.875,0.864197532,0.875,0.869135804,1,0.972222224,1,0.977777779,1,0.933333333,0.954545455,0.913043478,2,6,7,2,2,2,2,4,5,-1,0,-1,0
burnett,burnet,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.923076923,0.923076923,1,1,0.857142857,0.857142857,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.833333333,1,0.909090909,0.875,1,0.933333333,0.8,1,0.888888889,0.777777778,0.875,0.823529412,0.923076923,1,0.857142857,0.909090909,1,0.833333333,0.888888889,1,0.8,0.923076923,1,0.857142857,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.805555556,0.935483871,0.865671642,0.807692308,1,0.893617021,1,0.75,1,1,1,1,0.875,0.864197532,0.875,0.869135804,0.958333336,0.950617287,0.962500006,0.958024694,1,0.933333333,0.954545455,0.913043478,3,7,6,2,2,2,2,5,4,1,0,1,0
burnham,burnham,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,2,2,2,5,5,0,0,0,0
burns,burns,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,1,1,1,4,4,0,0,0,0
burnside,burnside,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,8,1,1,3,3,5,5,0,0,0,0
burnside,burnsides,0.888888889,0.888888889,0.962962963,0.977777778,0.888888889,0.977777778,0.977777778,0.941176471,0.941176471,1,1,0.888888889,0.888888889,0.888888889,1,0.941176471,0.888888889,1,0.941176471,0.888888889,1,0.941176471,0.875,1,0.933333333,0.8,0.888888889,0.842105263,0.857142857,1,0.923076923,0.727272727,0.8,0.761904762,0.941176471,1,0.888888889,0.933333333,1,0.875,0.923076923,1,0.857142857,0.941176471,1,0.888888889,0.842105263,0.888888889,0.8,0.761904762,0.8,0.727272727,0.826086957,0.926829268,0.873563218,0.861111111,1,0.925373134,1,1,1,1,1,1,0.866666669,0.868686871,0.870000005,0.874747477,0.962962965,0.955555558,0.966666672,0.962222224,0.888888889,0.595744681,0.608695652,0.583333333,1,8,9,1,3,3,3,5,6,-1,0,-1,-2
