ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,D-Metaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,count,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
john,jean,0.5,0.5,0.666666667,0.7,0.5,0.7,0.7,0.25,0.25,0.25,0.25,0.25,0.25,0.35,0.35,0.35,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.4,0.4,0.4,0,0,0,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.4,0.4,0.4,0.333333333,0.333333333,0.333333333,0.238095238,0.238095238,0.238095238,0.090909091,0.090909091,0.090909091,1,1,1,1,0,1,0.555555562,0.777777791,0.561111122,0.792592605,0.666666675,0.777777791,0.673333347,0.792592605,0.625,0.714285714,0.714285714,0.714285714,6,4,4,1,1,1,2,3,2,0,-1,1,0
john,jns,0.25,0.25,0.527777778,0.575,0.5,0.575,0.575,0.285714286,0.285714286,0.333333333,0.333333333,0.25,0.25,0.25,0.333333333,0.285714286,0.5,0.666666667,0.571428571,0.5,0.666666667,0.571428571,0,0,0,0.2,0.25,0.222222222,0,0,0,0.166666667,0.2,0.181818182,0.571428571,0.666666667,0.5,0,0,0,0,0,0,0.571428571,0.666666667,0.5,0.222222222,0.25,0.2,0.181818182,0.2,0.166666667,0.142857143,0.1875,0.162162162,0,0,0,0.75,1,0.75,0.666666667,0,0.75,0.388888896,0.611111124,0.400000016,0.629629642,0.600000012,0.703703721,0.613333356,0.722222239,0.375,0.148148148,0.153846154,0.142857143,1,4,3,1,1,1,0,3,3,1,1,0,0
john,john,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,748,4,4,1,1,1,1,3,3,0,0,0,0
john,johnas,0.666666667,0.666666667,0.888888889,0.922222222,0.666666667,0.922222222,0.922222222,0.8,0.8,1,1,0.666666667,0.666666667,0.666666667,1,0.8,0.666666667,1,0.8,0.666666667,1,0.8,0.6,1,0.75,0.571428571,0.8,0.666666667,0.5,1,0.666666667,0.5,0.666666667,0.571428571,0.8,1,0.666666667,0.75,1,0.6,0.666666667,1,0.5,0.8,1,0.666666667,0.666666667,0.8,0.571428571,0.571428571,0.666666667,0.5,0.516129032,0.761904762,0.615384615,0.523809524,1,0.6875,0.75,1,0.75,1,0,0.75,0.66666667,0.694444448,0.671428578,0.700000003,0.933333337,0.92592593,0.94000001,0.933333337,0.666666667,0.571428571,0.714285714,0.476190476,1,4,6,1,2,1,2,3,4,-2,-1,-1,-1
john,johnson,0.571428571,0.571428571,0.857142857,0.9,0.571428571,0.9,0.9,0.727272727,0.727272727,1,1,0.571428571,0.571428571,0.571428571,1,0.727272727,0.571428571,1,0.727272727,0.571428571,1,0.727272727,0.5,1,0.666666667,0.625,1,0.769230769,0.4,1,0.571428571,0.555555556,0.833333333,0.666666667,0.727272727,1,0.571428571,0.666666667,1,0.5,0.571428571,1,0.4,0.727272727,1,0.571428571,0.615384615,0.8,0.5,0.533333333,0.666666667,0.444444444,0.527777778,0.904761905,0.666666667,0.423076923,1,0.594594595,0.5,0.5,0.5,0.75,0,0.5,0.625,0.64197531,0.625,0.646913581,1,0.962962965,1,0.970370372,0.642857143,0.5,0.642857143,0.409090909,1,4,7,1,2,1,2,3,5,-3,-1,-2,-1
john,johny,0.8,0.8,0.933333333,0.953333333,0.8,0.953333333,0.953333333,0.888888889,0.888888889,1,1,0.8,0.8,0.8,1,0.888888889,0.8,1,0.888888889,0.8,1,0.888888889,0.75,1,0.857142857,0.666666667,0.8,0.727272727,0.666666667,1,0.8,0.571428571,0.666666667,0.615384615,0.888888889,1,0.8,0.857142857,1,0.75,0.8,1,0.666666667,0.888888889,1,0.8,0.727272727,0.8,0.666666667,0.615384615,0.666666667,0.571428571,0.692307692,0.857142857,0.765957447,0.6875,1,0.814814815,1,1,1,0.75,0,1,0.777777781,0.793650797,0.783333341,0.803174606,0.933333337,0.92592593,0.94000001,0.937037041,0.8,0.896551724,0.928571429,0.866666667,1,4,5,1,2,1,1,3,4,-1,0,-1,-1
john,lalor,0,0,0,0,0.2,0,0,0.222222222,0.222222222,0.25,0.25,0.2,0.2,0.2,0.25,0.222222222,0.2,0.25,0.222222222,0.2,0.25,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.25,0.2,0,0,0,0,0,0,0.222222222,0.25,0.2,0,0,0,0,0,0,0.038461538,0.047619048,0.042553191,0,0,0,0.25,0.25,0.5,0.25,0,0.25,0.380952392,0.402777791,0.39047621,0.419444457,0.533333349,0.629629652,0.546666694,0.651851873,0.1,0,0,0,1,4,5,1,2,1,2,3,3,-1,-1,0,-1
john,shady,0,0,0.483333333,0.483333333,0.2,0.483333333,0.483333333,0.222222222,0.222222222,0.25,0.25,0.2,0.2,0.2,0.25,0.222222222,0.2,0.25,0.222222222,0.2,0.25,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.25,0.2,0,0,0,0,0,0,0.222222222,0.25,0.2,0,0,0,0,0,0,0.038461538,0.047619048,0.042553191,0,0,0,0.5,0.5,0.5,0.25,0,0.5,0.380952392,0.402777791,0.39047621,0.419444457,0.533333349,0.629629652,0.546666694,0.651851873,0.2,0,0,0,1,4,5,1,2,1,1,3,4,-1,0,-1,-1
john,walter,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.133333337,0.266666675,0.136666673,0.275555563,0.266666675,0.444444458,0.273333347,0.459259272,0.083333333,0,0,0,2,4,6,1,2,1,2,3,4,-2,-1,-1,-1
john,william,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0.1,0.072727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.121212125,0.24242425,0.12424243,0.250505057,0.266666675,0.444444458,0.273333347,0.459259272,0.357142857,0,0,0,2,4,7,1,2,1,3,3,4,-3,-2,-1,-1
johnethan,johnathon,0.777777778,0.777777778,0.863425926,0.918055556,0.888888889,0.918055556,0.918055556,0.444444444,0.666666667,0.444444444,0.666666667,0.444444444,0.666666667,0.866666667,0.866666667,0.866666667,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.5,0.5,0.5,0.6,0.6,0.6,0.285714286,0.285714286,0.285714286,0.454545455,0.454545455,0.454545455,0.777777778,0.777777778,0.777777778,0.5,0.5,0.5,0.285714286,0.285714286,0.285714286,0.777777778,0.777777778,0.777777778,0.6,0.6,0.6,0.454545455,0.454545455,0.454545455,0.630434783,0.630434783,0.630434783,0.583333333,0.583333333,0.583333333,1,1,1,1,0,1,0.866666675,0.878787886,0.736363649,0.890909097,0.866666675,0.878787886,0.876666683,0.890909097,0.888888889,0.862068966,0.862068966,0.862068966,1,9,9,3,3,3,3,6,6,0,0,0,0
johnna,johannah,0.75,0.75,0.861111111,0.902777778,0.75,0.902777778,0.902777778,0.857142857,0.857142857,1,1,0.75,0.75,0.6,0.8,0.685714286,0.75,1,0.857142857,0.75,1,0.857142857,0.571428571,0.8,0.666666667,0.555555556,0.714285714,0.625,0.333333333,0.5,0.4,0.4,0.5,0.444444444,0.857142857,1,0.75,0.666666667,0.8,0.571428571,0.4,0.5,0.333333333,0.857142857,1,0.75,0.625,0.714285714,0.555555556,0.444444444,0.5,0.4,0.536585366,0.709677419,0.611111111,0.483870968,0.714285714,0.576923077,1,1,1,1,0,1,0.703703708,0.711111116,0.711111122,0.724444449,0.90476191,0.888888896,0.914285728,0.905555561,0.8125,0.363636364,0.5,0.285714286,1,6,8,2,3,2,3,4,5,-2,-1,-1,-1
johnston,john,0.5,0.5,0.833333333,0.883333333,0.5,0.883333333,0.883333333,0.666666667,0.666666667,1,1,0.5,0.5,0.5,1,0.666666667,0.5,1,0.666666667,0.5,1,0.666666667,0.428571429,1,0.6,0.555555556,1,0.714285714,0.333333333,1,0.5,0.5,0.833333333,0.625,0.666666667,1,0.5,0.6,1,0.428571429,0.5,1,0.333333333,0.666666667,1,0.5,0.571428571,0.8,0.444444444,0.5,0.666666667,0.4,0.463414634,0.904761905,0.612903226,0.35483871,1,0.523809524,0.5,0.5,0.5,0.75,0,0.5,0.555555556,0.577777779,0.555555556,0.582222223,0.777777784,0.822222233,0.785185198,0.831111121,0.5625,0.432432432,0.571428571,0.347826087,1,8,4,2,1,2,1,6,3,4,1,3,1
johnston,johnston,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,2,2,2,2,6,6,0,0,0,0
johny,john,0.8,0.8,0.933333333,0.953333333,0.8,0.953333333,0.953333333,0.888888889,0.888888889,1,1,0.8,0.8,0.8,1,0.888888889,0.8,1,0.888888889,0.8,1,0.888888889,0.75,1,0.857142857,0.666666667,0.8,0.727272727,0.666666667,1,0.8,0.571428571,0.666666667,0.615384615,0.888888889,1,0.8,0.857142857,1,0.75,0.8,1,0.666666667,0.888888889,1,0.8,0.727272727,0.8,0.666666667,0.615384615,0.666666667,0.571428571,0.692307692,0.857142857,0.765957447,0.6875,1,0.814814815,1,1,1,0.75,0,1,0.777777781,0.793650797,0.783333341,0.803174606,0.888888896,0.90476191,0.894444456,0.914285719,0.8,0.896551724,0.928571429,0.866666667,2,5,4,2,1,1,1,4,3,1,0,1,1
jonas,janas,0.8,0.8,0.866666667,0.88,0.8,0.88,0.88,0.6,0.6,0.6,0.6,0.6,0.6,0.88,0.88,0.88,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.666666667,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0.571428571,0.571428571,0.571428571,0.8,0.8,0.8,0.5,0.5,0.5,0.333333333,0.333333333,0.333333333,0.8,0.8,0.8,0.666666667,0.666666667,0.666666667,0.571428571,0.571428571,0.571428571,0.653846154,0.653846154,0.653846154,0.5625,0.5625,0.5625,1,1,1,1,0,1,0.888888896,0.90476191,0.894444456,0.914285719,0.888888896,0.90476191,0.894444456,0.914285719,0.9,0.9,0.9,0.9,1,5,5,2,2,2,2,3,3,0,0,0,0
jonas,jonas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,2,2,2,2,3,3,0,0,0,0
jonathan,johathan,0.875,0.875,0.845238095,0.876190476,0.875,0.876190476,0.876190476,0.625,0.875,0.625,0.875,0.625,0.875,0.75,0.75,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.777777778,0.777777778,0.777777778,0.5,0.5,0.5,0.7,0.7,0.7,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.875,0.875,0.875,0.777777778,0.777777778,0.777777778,0.7,0.7,0.7,0.756097561,0.756097561,0.756097561,0.709677419,0.709677419,0.709677419,0.5,0.5,0.5,0.75,0,0.5,0.851851854,0.933333337,0.855555561,0.940000004,0.92592593,0.933333337,0.933333344,0.940000004,0.875,0.714285714,0.714285714,0.714285714,1,8,8,3,3,3,3,5,5,0,0,0,0
jonathan,johnathan,0.888888889,0.888888889,0.87962963,0.903703704,0.888888889,0.903703704,0.903703704,0.705882353,0.941176471,0.75,1,0.666666667,0.888888889,0.755555556,0.85,0.8,0.888888889,1,0.941176471,0.888888889,1,0.941176471,0.75,0.857142857,0.8,0.8,0.888888889,0.842105263,0.571428571,0.666666667,0.615384615,0.727272727,0.8,0.761904762,0.941176471,1,0.888888889,0.8,0.857142857,0.75,0.615384615,0.666666667,0.571428571,0.941176471,1,0.888888889,0.842105263,0.888888889,0.8,0.761904762,0.8,0.727272727,0.760869565,0.853658537,0.804597701,0.722222222,0.838709677,0.776119403,1,1,1,1,0,1,0.866666669,0.868686871,0.870000005,0.872727275,0.962962965,0.955555558,0.966666672,0.960000002,0.888888889,0.947368421,0.964285714,0.931034483,1,8,9,3,3,3,3,5,6,-1,0,-1,0
jonathan,jonathan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,3,3,3,3,5,5,0,0,0,0
jonhn,john,0.8,0.8,0.85,0.88,0.8,0.88,0.88,0.444444444,0.888888889,0.5,1,0.4,0.8,0.56,0.7,0.622222222,0.8,1,0.888888889,0.8,1,0.888888889,0.5,0.666666667,0.571428571,0.666666667,0.8,0.727272727,0,0,0,0.571428571,0.666666667,0.615384615,0.888888889,1,0.8,0.571428571,0.666666667,0.5,0,0,0,0.888888889,1,0.8,0.727272727,0.8,0.666666667,0.615384615,0.666666667,0.571428571,0.653846154,0.80952381,0.723404255,0.5625,0.818181818,0.666666667,0.75,1,0.75,0.75,0,0.75,0.777777781,0.793650797,0.783333341,0.800000003,0.888888896,0.873015881,0.900000016,0.885714293,0.8,0.647058824,0.785714286,0.55,1,5,4,1,1,1,1,4,3,1,0,1,0
josaphine,josephine,0.888888889,0.888888889,0.925925926,0.948148148,0.888888889,0.948148148,0.948148148,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.933333333,0.933333333,0.933333333,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.8,0.8,0.8,0.571428571,0.571428571,0.571428571,0.727272727,0.727272727,0.727272727,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.571428571,0.571428571,0.571428571,0.888888889,0.888888889,0.888888889,0.8,0.8,0.8,0.727272727,0.727272727,0.727272727,0.782608696,0.782608696,0.782608696,0.722222222,0.722222222,0.722222222,1,1,1,1,0,1,0.933333337,0.939393943,0.936666673,0.945454549,0.933333337,0.939393943,0.936666673,0.945454549,0.944444444,0.925925926,0.925925926,0.925925926,2,9,9,1,1,4,4,5,5,0,0,0,0
jose,jose,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,2,2,2,0,0,0,0
jose,joseph,0.666666667,0.666666667,0.888888889,0.922222222,0.666666667,0.922222222,0.922222222,0.8,0.8,1,1,0.666666667,0.666666667,0.666666667,1,0.8,0.666666667,1,0.8,0.666666667,1,0.8,0.6,1,0.75,0.571428571,0.8,0.666666667,0.5,1,0.666666667,0.5,0.666666667,0.571428571,0.8,1,0.666666667,0.75,1,0.6,0.666666667,1,0.5,0.8,1,0.666666667,0.666666667,0.8,0.571428571,0.571428571,0.666666667,0.5,0.516129032,0.761904762,0.615384615,0.523809524,1,0.6875,0.75,0.75,0.75,0.75,0,0.25,0.66666667,0.694444448,0.671428578,0.700000003,0.933333337,0.92592593,0.94000001,0.933333337,0.666666667,0.545454545,0.692307692,0.45,1,4,6,1,2,2,2,2,4,-2,0,-2,-1
josep,william,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0.08,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.25,0.111111114,0.222222229,0.113888895,0.229629636,0.222222229,0.380952392,0.227777789,0.393650804,0.357142857,0,0,0,1,5,7,2,2,2,3,3,4,-2,-1,-1,0
joseph,arther,0,0,0.388888889,0.388888889,0.333333333,0.388888889,0.388888889,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.032258065,0.032258065,0.032258065,0,0,0,0,0.25,0.25,0.25,0,0,0.370370381,0.377777791,0.276666683,0.391111124,0.47619049,0.541666687,0.490476217,0.558333352,0,0,0,0,1,6,6,2,2,2,2,4,4,0,0,0,0
joseph,edmund,0,0,0,0,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0.181818187,0.292929303,0.187878798,0.305050514,0.380952392,0.541666687,0.39047621,0.558333352,0.083333333,0,0,0,1,6,6,2,2,2,2,4,4,0,0,0,0
joseph,jos,0.5,0.5,0.833333333,0.866666667,0.5,0.866666667,0.866666667,0.666666667,0.666666667,1,1,0.5,0.5,0.5,1,0.666666667,0.5,1,0.666666667,0.5,1,0.666666667,0.4,1,0.571428571,0.428571429,0.75,0.545454545,0.25,1,0.4,0.375,0.6,0.461538462,0.666666667,1,0.5,0.571428571,1,0.4,0.4,1,0.25,0.666666667,1,0.5,0.545454545,0.75,0.428571429,0.461538462,0.6,0.375,0.35483871,0.6875,0.468085106,0.285714286,1,0.444444444,0.75,0.5,0.75,0.25,0,0.25,0.523809527,0.569444448,0.528571435,0.575000003,0.619047625,0.708333343,0.623809533,0.719444454,0.5,0.545454545,0.692307692,0.45,3,6,3,2,1,2,1,4,2,3,1,2,1
joseph,joseph,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,178,6,6,2,2,2,2,4,4,0,0,0,0
joseph,josephe,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.923076923,0.923076923,1,1,0.857142857,0.857142857,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.833333333,1,0.909090909,0.75,0.857142857,0.8,0.8,1,0.888888889,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.909090909,1,0.833333333,0.888888889,1,0.8,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.777777778,0.903225806,0.835820896,0.807692308,1,0.893617021,1,1,1,1,0,0.5,0.833333336,0.839506176,0.837500006,0.846913583,0.952380955,0.944444448,0.957142864,0.952777781,0.928571429,1,1,1,1,6,7,2,1,2,3,4,4,-1,-1,0,1
joseph,josepth,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.769230769,0.769230769,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.833333333,0.769230769,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.666666667,0.8,0.727272727,0.75,0.857142857,0.8,0.6,0.75,0.666666667,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.727272727,0.8,0.666666667,0.666666667,0.75,0.6,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.722222222,0.838709677,0.776119403,0.692307692,0.857142857,0.765957447,0.75,0.75,0.5,1,0,0.25,0.833333336,0.839506176,0.837500006,0.844444447,0.952380955,0.944444448,0.957142864,0.950000003,0.857142857,0.476190476,0.5,0.454545455,1,6,7,2,2,2,2,4,5,-1,0,-1,0
joseph,udier,0.166666667,0.166666667,0.455555556,0.455555556,0.166666667,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.032258065,0.038461538,0.035087719,0,0,0,0.25,0.25,0.25,0,0,0.25,0.296296305,0.419753101,0.303703719,0.434567915,0.380952392,0.541666687,0.39047621,0.558333352,0.166666667,0,0,0,1,6,5,2,2,2,3,4,2,1,-1,2,0
joseph,watson,0,0,0.444444444,0.444444444,0.333333333,0.444444444,0.444444444,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.266666675,0.292929303,0.276666683,0.395555568,0.47619049,0.541666687,0.490476217,0.563888907,0.166666667,0,0,0,1,6,6,2,2,2,2,4,4,0,0,0,0
josephena,josepheni,0.888888889,0.888888889,0.925925926,0.955555556,0.888888889,0.955555556,0.955555556,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.933333333,0.933333333,0.933333333,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.875,0.875,0.875,0.8,0.8,0.8,0.857142857,0.857142857,0.857142857,0.727272727,0.727272727,0.727272727,0.888888889,0.888888889,0.888888889,0.875,0.875,0.875,0.857142857,0.857142857,0.857142857,0.888888889,0.888888889,0.888888889,0.8,0.8,0.8,0.727272727,0.727272727,0.727272727,0.847826087,0.847826087,0.847826087,0.861111111,0.861111111,0.861111111,1,1,1,1,0,1,0.933333337,0.939393943,0.936666673,0.945454549,0.933333337,0.939393943,0.936666673,0.945454549,0.944444444,0.928571429,0.928571429,0.928571429,1,9,9,4,4,4,4,5,5,0,0,0,0
josephene,josephine,0.888888889,0.888888889,0.884259259,0.930555556,0.888888889,0.930555556,0.930555556,0.666666667,0.888888889,0.666666667,0.888888889,0.666666667,0.888888889,0.933333333,0.933333333,0.933333333,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.8,0.8,0.8,0.571428571,0.571428571,0.571428571,0.727272727,0.727272727,0.727272727,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.571428571,0.571428571,0.571428571,0.888888889,0.888888889,0.888888889,0.8,0.8,0.8,0.727272727,0.727272727,0.727272727,0.782608696,0.782608696,0.782608696,0.75,0.75,0.75,1,1,1,1,0,1,0.933333337,0.939393943,0.936666673,0.945454549,0.933333337,0.939393943,0.94000001,0.945454549,0.944444444,0.925925926,0.925925926,0.925925926,1,9,9,1,1,4,4,5,5,0,0,0,0
josephine,joseph,0.666666667,0.666666667,0.888888889,0.933333333,0.666666667,0.933333333,0.933333333,0.8,0.8,1,1,0.666666667,0.666666667,0.666666667,1,0.8,0.666666667,1,0.8,0.666666667,1,0.8,0.625,1,0.769230769,0.6,0.857142857,0.705882353,0.571428571,1,0.727272727,0.545454545,0.75,0.631578947,0.8,1,0.666666667,0.769230769,1,0.625,0.727272727,1,0.571428571,0.8,1,0.666666667,0.705882353,0.857142857,0.6,0.631578947,0.75,0.545454545,0.565217391,0.838709677,0.675324675,0.583333333,1,0.736842105,0.75,0.75,0.75,1,0,0.25,0.666666669,0.686868689,0.670000005,0.690909093,0.800000006,0.838383848,0.806666678,0.846464656,0.722222222,0.680851064,0.8,0.592592593,1,9,6,1,2,4,2,5,4,3,2,1,-1
josephine,josephaphine,0.75,0.75,0.916666667,0.95,0.75,0.95,0.95,0.857142857,0.857142857,1,1,0.75,0.75,0.616666667,0.822222222,0.704761905,0.75,1,0.857142857,0.75,1,0.857142857,0.727272727,1,0.842105263,0.769230769,1,0.869565217,0.7,1,0.823529412,0.785714286,1,0.88,0.571428571,0.666666667,0.5,0.526315789,0.625,0.454545455,0.470588235,0.571428571,0.4,0.571428571,0.666666667,0.5,0.52173913,0.6,0.461538462,0.48,0.545454545,0.428571429,0.737704918,0.97826087,0.841121495,0.68627451,0.972222222,0.804597701,0.75,1,0.75,1,0,0.75,0.833333333,0.785714286,0.833333333,0.785714286,1,1,1,1,0.791666667,0.754098361,0.851851852,0.676470588,1,9,12,1,1,4,5,5,7,-3,-1,-2,0
josephine,josephhine,0.9,0.9,0.966666667,0.98,0.9,0.98,0.98,0.947368421,0.947368421,1,1,0.9,0.9,0.78,0.866666667,0.821052632,0.9,1,0.947368421,0.9,1,0.947368421,0.888888889,1,0.941176471,0.909090909,1,0.952380952,0.75,0.857142857,0.8,0.833333333,0.909090909,0.869565217,0.947368421,1,0.9,0.941176471,1,0.888888889,0.8,0.857142857,0.75,0.947368421,1,0.9,0.952380952,1,0.909090909,0.869565217,0.909090909,0.833333333,0.843137255,0.934782609,0.886597938,0.804878049,0.916666667,0.857142857,1,1,1,1,0,1,0.909090909,0.898148149,0.909090909,0.901851853,1,0.979797981,1,0.983838385,1,0.945454545,0.962962963,0.928571429,1,9,10,1,1,4,4,5,6,-1,0,-1,0
josephine,josephine,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,23,9,9,1,1,4,4,5,5,0,0,0,0
